view,agg,window,pool,n_obs,ic,t_stat,ls_spread,ls_t_stat
hs_l1,mean,m6,all,228,-0.047001191936690855,-0.7073646043396062,-0.27610035041971426,-1.5163122036079844
hs_l1,mean,m6,main_profitable,171,-0.08584110864985099,-1.1200687658088975,-0.25220303132043187,-1.1521793484625178
hs_l1,mean,m6,main_all,194,-0.03750927220176526,-0.5201097334768868,-0.17910549123542113,-0.978747868844949
hs_l1,median,m6,all,228,-0.08710178735561094,-1.3144225562877254,-0.19514992536516154,-0.9079839202701084
hs_l1,median,m6,main_profitable,171,-0.08013767438444115,-1.0451511773902993,-0.17936413780815286,-0.6480845044044161
hs_l1,median,m6,main_all,194,-0.05845209965196306,-0.811323240092062,-0.18569546146641072,-0.7472374683958013
hs_l1,top3_recent_mean,m6,all,228,-0.026658015872098838,-0.40090032865286157,0.08808485191100646,0.34951644486569383
hs_l1,top3_recent_mean,m6,main_profitable,171,-0.07099038682624727,-0.9252093321416273,-0.004714732081682549,-0.014609168442923749
hs_l1,top3_recent_mean,m6,main_all,194,-0.04019930787196066,-0.5574685616625247,0.042000112758947356,0.1452845107123084
hs_l1,n_peers,m6,all,228,-0.0013702142814818927,-0.02059885673245034,0.19381991420750644,1.1505443402174442
hs_l1,n_peers,m6,main_profitable,171,-0.038694686209812375,-0.5034079329014647,0.05663224405440283,0.36295613242692926
hs_l1,n_peers,m6,main_all,194,-0.0023770835723254586,-0.032937929227289484,0.06587842974399541,0.503964224537196
hs_l1,mean,m12,all,122,0.04498672246026935,0.49330428229413437,0.008618578451050029,0.03136583488087219
hs_l1,mean,m12,main_profitable,98,0.004554399793612886,0.044624285129253996,-0.12602876889896578,-0.4121200051614118
hs_l1,mean,m12,main_all,104,0.05072141353727893,0.512921378014703,0.09491554334131663,0.3017618120353862
hs_l1,median,m12,all,122,-0.12916756806061108,-1.42691338069605,-0.3863969454915355,-2.0977940385620766
hs_l1,median,m12,main_profitable,98,-0.16519054421090687,-1.6410758136908907,-0.3809139424484984,-1.9170868589841243
hs_l1,median,m12,main_all,104,-0.15153253474900596,-1.5482827333269173,-0.27153296835814345,-1.260706613043783
hs_l1,top3_recent_mean,m12,all,122,0.08636697021966766,0.949651230536191,0.6979769977220179,1.011489962009314
hs_l1,top3_recent_mean,m12,main_profitable,98,0.07737376680185477,0.7603845062607723,0.929776752107405,1.0748354291680577
hs_l1,top3_recent_mean,m12,main_all,104,0.0884956312368644,0.897282494283773,0.9603258735658886,1.1708363440061853
