stock_code,company_name,delisting_date,delisting_reason,is_acquired
1025_1.HK,物美商业,2011/06/30,转板,0
1061.HK,亿胜生物科技,2011/06/23,转板,0
0831.HK,利亚零售,2011/06/20,转板,0
0636_1.HK,富邦银行(香港),2011/06/08,私有化,1
1822.HK,中木国际,2011/06/03,转板,0
1069.HK,中国健康科技集团,2011/05/16,转板,0
2337_1.HK,复地集团,2011/05/13,私有化,1
1106.HK,铭霖控股,2011/05/12,转板,0
2488.HK,元征科技,2011/03/28,转板,0
1057.HK,浙江世宝,2011/03/09,转板,0
1075.HK,首都信息,2011/01/21,转板,0
2218.HK,安德利果汁,2011/01/19,转板,0
0349.HK,工银亚洲,2010/12/21,私有化,1
1102.HK,环能国际,2010/12/17,转板,0
0096.HK,友成控股,2010/12/15,转板,0
0183.HK,宏辉集团,2010/12/02,转板,0
1708.HK,三宝科技,2010/12/01,转板,0
1079.HK,松景科技,2010/11/18,转板,0
2387.HK,利和经销,2010/11/01,私有化,1
0895.HK,东江环保,2010/09/28,转板,0
1009.HK,国际娱乐,2010/09/27,转板,0
0203.HK,骏威汽车,2010/08/26,私有化,1
1066.HK,威高股份,2010/07/29,转板,0
0049.HK,会德丰地产,2010/07/22,私有化,1
2308.HK,研祥智能,2010/07/12,转板,0
1666.HK,同仁堂科技,2010/07/09,转板,0
1026.HK,环球实业科技,2010/06/22,转板,0
2332.HK,和记电讯国际,2010/05/25,私有化,1
1832_1.HK,时代零售,2010/05/25,私有化,1
0950.HK,李氏大药厂,2010/05/14,转板,0
3313_1.HK,美维控股,2010/04/19,私有化,1
0140.HK,三元集团,2009/12/24,被取消上市地位,0
0416_1.HK,海湾控股,2009/12/18,私有化,1
8262_1.HK,A-S China,2009/12/15,私有化,1
1862_1.HK,澳华黄金,2009/12/15,私有化,1
2633_1.HK,Nam Tai Eep,2009/11/13,私有化,1
0409.HK,四通控股,2009/11/09,私有化,1
1389_1.HK,民安控股,2009/11/03,私有化,1
0722_1.HK,达创,2009/09/28,私有化,1
0457.HK,凹凸科技,2009/09/09,私有化,1
0065.HK,弘海高新资源,2009/06/22,转板,0
0801.HK,金卫医疗,2009/06/16,转板,0
0206.HK,华商能源,2009/06/05,转板,0
1328.HK,金涌投资,2009/05/25,转板,0
0080_1.HK,邵氏,2009/03/19,私有化,1
0096_1.HK,招商永隆银行,2009/01/16,被取消上市地位,0
0354.HK,中国软件国际,2008/12/29,转板,0
0803.HK,昌兴国际,2008/12/18,转板,0
2008.HK,凤凰卫视,2008/12/05,转板,0
0872.HK,泰坦智华科技,2008/11/12,转板,0
0865.HK,建德国际控股,2008/11/06,转板,0
0183_1.HK,中信国际金融,2008/11/05,私有化,1
8067_1.HK,长春达兴药业股份,2008/10/15,被取消上市地位,0
0906_1.HK,中国网通,2008/10/15,私有化,1
0445.HK,中集天达,2008/10/06,转板,0
1179_1.HK,美丽宝国际,2008/09/22,私有化,1
0776.HK,帝国科技集团,2008/09/10,转板,0
0775.HK,长江生命科技,2008/09/08,转板,0
0586_1.HK,科维控股,2008/09/08,被取消上市地位,0
0596.HK,浪潮数字企业,2008/08/29,转板,0
0827.HK,玖源集团,2008/08/25,转板,0
0459.HK,鋑联控股,2008/08/18,转板,0
0821.HK,汇盈控股,2008/08/15,转板,0
3886.HK,康健国际医疗,2008/08/12,转板,0
0509.HK,世纪阳光,2008/08/01,转板,0
0777.HK,网龙,2008/06/24,转板,0
8057_1.HK,迪斯科技,2008/06/17,被取消上市地位,0
0562.HK,保昌控股,2008/04/09,私有化,1
8039_1.HK,楼兰控股,2008/03/27,被取消上市地位,0
0238_1.HK,利星行,2008/03/17,私有化,1
0615.HK,东强电子集团,2008/03/14,被取消上市地位,0
0510.HK,时富金融服务集团,2008/03/03,转板,0
0814.HK,北京京客隆,2008/02/26,转板,0
0840.HK,天业节水,2008/01/24,转板,0
0699_1.HK,嘉新水泥中国,2008/01/08,私有化,1
0839_1.HK,天大石油管材,2007/12/24,转板,0
8282_1.HK,TOM在线,2007/09/03,私有化,1
0065_1.HK,盈科保险,2007/08/15,私有化,1
0649_1.HK,世茂国际,2007/07/27,私有化,1
0312_1.HK,易通控股,2007/07/27,被取消上市地位,0
0550.HK,律齐文化,2007/07/23,转板,0
0389_1.HK,泰兴光学集团,2007/07/09,被取消上市地位,0
8099_1.HK,郑州燃气,2007/06/29,--,0
8135_1.HK,托普科技,2007/05/18,被取消上市地位,0
8056_1.HK,格林柯尔科技,2007/05/18,被取消上市地位,0
1186_1.HK,VP Greenchip,2007/03/26,私有化,1
0192.HK,圣安娜,2007/02/23,私有化,1
3333_1.HK,森源国际,2007/02/21,私有化,1
0568.HK,山东墨龙,2007/02/07,转板,0
0503_1.HK,中国永乐,2007/01/31,私有化,1
1110_1.HK,中航兴业,2007/01/25,私有化,1
0098_1.HK,南联实业,2006/12/21,私有化,1
0866_1.HK,SUNDAY Comm,2006/12/20,私有化,1
8177_1.HK,中程科技,2006/11/07,私有化,1
0926_1.HK,联洲珠宝,2006/10/24,私有化,1
0623_1.HK,利丰雅高印刷,2006/09/27,私有化,1
0396_1.HK,Gold-Face Hold,2006/09/20,被取消上市地位,0
8031_1.HK,健诺国际生化科技,2006/09/01,被取消上市地位,0
8036_1.HK,流动广告,2006/08/11,被取消上市地位,0
0708_1.HK,大众食品,2006/08/09,私有化,1
0712_1.HK,华润水泥控股,2006/07/26,私有化,1
8289.HK,安瑞科控股,2006/07/20,--,0
0916_1.HK,富昌国际,2006/06/28,被取消上市地位,0
0930_1.HK,亚洲铝业,2006/05/24,私有化,1
8263.HK,速达软件,2006/05/18,私有化,1
8072_1.HK,媒体伯乐,2006/04/06,私有化,1
8030_1.HK,数通集团,2006/03/31,被取消上市地位,0
0331_1.HK,华润万众电话,2006/03/29,私有化,1
1128_1.HK,镇海炼油化工股份,2006/03/24,私有化,1
8020_1.HK,威伦堡,2006/03/20,被取消上市地位,0
0540_1.HK,Thai-Asia F Ltd,2006/03/14,私有化,1
0502.HK,环新国际,2006/03/01,转板,0
0301_1.HK,新世界信息科技,2006/02/21,私有化,1
0543_1.HK,Thaiasset F Pre,2006/02/01,私有化,1
0368_1.HK,吉林化学工业股份,2006/01/23,私有化,1
8023_1.HK,恒基数码,2005/12/12,私有化,1
8132_1.HK,百江燃气控股,2005/12/08,--,0
8012_1.HK,远东化工,2005/11/21,私有化,1
8097_1.HK,恒科创业,2005/10/28,被取消上市地位,0
8127_1.HK,山河控股,2005/10/18,被取消上市地位,0
0285_1.HK,中国特种纤维,2005/10/17,被取消上市地位,0
8183_1.HK,丽辉国际,2005/10/14,私有化,1
0067_1.HK,上海地产,2005/10/13,私有化,1
8160_1.HK,媒体世纪,2005/09/30,私有化,1
0501_1.HK,庆丰金集团,2005/09/26,被取消上市地位,0
8004.HK,国际融资控股,2005/08/17,被取消上市地位,0
0246_1.HK,恒基中国,2005/08/15,私有化,1
8179_1.HK,艾克国际,2005/07/27,被取消上市地位,0
0268.HK,金蝶国际,2005/07/20,转板,0
0757_1.HK,和记环球电讯控股,2005/07/18,私有化,1
0401_1.HK,上海华博,2005/06/21,被取消上市地位,0
8152_1.HK,广平纳米,2005/06/10,被取消上市地位,0
0325_1.HK,北京燕化石油化工,2005/05/11,私有化,1
8077_1.HK,Infoserve Tech,2005/05/06,被取消上市地位,0
0504.HK,汇丰中国基金,2005/04/22,被取消上市地位,0
0327_1.HK,正中药业,2005/04/06,被取消上市地位,0
0033_1.HK,E&E Int'l,2005/03/21,私有化,1
1190_1.HK,倍可集团,2005/03/16,被取消上市地位,0
0691_1.HK,腾达智能,2005/03/10,被取消上市地位,0
0189_1.HK,广生行,2005/02/03,私有化,1
8162_1.HK,数码库,2005/01/27,被取消上市地位,0
0965_1.HK,裕丰国际,2005/01/20,被取消上市地位,0
0073_1.HK,第一珍宝,2005/01/10,私有化,1
1095_1.HK,Sinocan Hold,2004/11/23,被取消上市地位,0
0249_2.HK,哈尔滨啤酒集团,2004/11/19,私有化,1
0090_2.HK,金禾国际,2004/09/30,被取消上市地位,0
2383.HK,TOM集团,2004/08/04,转板,0
0220_1.HK,晋利地产,2004/06/23,私有化,1
0932_1.HK,欧亚农业(控股),2004/05/20,被取消上市地位,0
0072_1.HK,耀荣明泰,2004/03/08,被取消上市地位,0
0579_1.HK,Chevalier Cons,2004/02/23,私有化,1
1197_1.HK,中华数码信息,2004/01/27,被取消上市地位,0
8040_1.HK,长远电信网络,2004/01/26,--,0
0606_1.HK,东宁高科技,2004/01/19,被取消上市地位,0
1177.HK,中国生物制药,2003/12/08,转板,0
8107_1.HK,合纵连网,2003/12/03,私有化,1
2362.HK,金川国际,2003/10/27,转板,0
0438_1.HK,太平协和,2003/10/23,私有化,1
8018_1.HK,上海医药科技,2003/09/17,私有化,1
0268_1.HK,Top Glory Int'l,2003/08/14,私有化,1
8193_1.HK,维奥生物科技,2003/08/04,--,0
1164.HK,中广核矿业,2003/08/04,转板,0
0510_1.HK,运通泰集团,2003/03/27,私有化,1
0077_1.HK,联邦地产,2003/03/20,私有化,1
0195_1.HK,格兰酒店A,2003/02/26,私有化,1
0196_1.HK,格兰酒店B,2003/02/26,私有化,1
0881_1.HK,Jf Japan Otc F,2003/02/21,私有化,1
1178.HK,汇银控股集团,2003/02/10,转板,0
8098_1.HK,德维森控股,2003/01/29,--,0
8115_1.HK,华翔微电,2003/01/20,--,0
1195.HK,京维集团,2003/01/20,转板,0
0745_1.HK,菱电发展,2002/11/20,私有化,1
0728_1.HK,南顺食品,2002/06/21,私有化,1
2688.HK,新奥能源,2002/06/03,转板,0
0117_1.HK,IMC Holdings,2002/05/07,私有化,1
0700_1.HK,Yaohan Int'l,2002/05/06,被取消上市地位,0
1073.HK,大禹金融,2002/01/14,转板,0
0395_1.HK,Siu-Fung Hold,2001/12/10,被取消上市地位,0
0631_1.HK,爱美高中国,2001/11/19,私有化,1
0464_1.HK,锦宏集团,2001/11/16,被取消上市地位,0
0505_1.HK,Gilbert Hold,2001/09/27,被取消上市地位,0
0223_1.HK,道亨银行,2001/09/04,私有化,1
0249_1.HK,森那美(香港),2001/05/18,私有化,1
0980_1.HK,广东发展基金,2001/05/03,私有化,1
1121_1.HK,协和建设,2001/05/03,私有化,1
0478.HK,名力集团,2001/03/22,私有化,1
0717_1.HK,第一太银控股,2001/03/19,私有化,1
0318_1.HK,五丰行,2001/01/11,私有化,1
0889_1.HK,Taiwan Ind Liqf,2000/12/21,私有化,1
0888_1.HK,Taiwan Ind Indf,2000/12/21,私有化,1
0873_1.HK,威乐控股,2000/12/21,被取消上市地位,0
0100_1.HK,仁孚,2000/10/04,私有化,1
0228_1.HK,联邦地产B,2000/09/04,私有化,1
0153_1.HK,新亚置业B,2000/09/04,私有化,1
0008_1.HK,香港电讯,2000/08/17,私有化,1
0095_1.HK,Wah Kwong Hold,2000/07/27,私有化,1
0538_1.HK,JF Indo F Inc,2000/07/05,私有化,1
0625_1.HK,铁行,2000/05/09,私有化,1
0290_1.HK,Wing On Int'l,2000/03/31,私有化,1
0884_1.HK,建弘新台北基金,1999/12/17,私有化,1
0064_1.HK,Chevalier Dev,1999/12/14,私有化,1
0130_1.HK,AXA Chinaregion,1999/12/07,私有化,1
0892.HK,TT Equitygrow F,1999/09/01,私有化,1
0893_1.HK,TT Liquidity F,1999/09/01,私有化,1
0891_1.HK,TT Equity Inc F,1999/09/01,私有化,1
0272_1.HK,英龙国际,1999/08/24,被取消上市地位,0
0066_1.HK,连卡佛国际A,1999/07/30,私有化,1
0523_1.HK,Citybus Group,1999/07/29,私有化,1
1115_1.HK,广安银行,1999/07/16,私有化,1
0090_1.HK,Peregrine Inv,1999/07/13,被取消上市地位,0
0150_1.HK,汇丰控股,1999/07/05,--,0
