jydm,jydm_mc,p02565_f001,p02565_f002,p02565_f003,p02565_f004,p02565_f009,p02565_f010,p02565_f011,p02565_f005,p02565_f006,p02565_f007,p02565_f008
1885.HK,中国优材,中国优材(控股)有限公司,China Wood Optimization (Holding) Limited,2023/05/16,2014/01/06,被取消上市地位,9.000000000,"该公司未能于2022年9月30日或之前履行联交所订下的复牌指引而复牌。于2022年10月14日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国河北省邯郸市魏县魏州工业园区益民河东路9号,林业及木材,林业产品
0678.HK,云顶香港,云顶香港有限公司,Genting Hong Kong Ltd.,2023/05/16,2000/11/30,被取消上市地位,35.2023343383,"根据《上市规则》第6.01条,联交所随时可在其认为适当的情况下将发行人除牌,例如触发除牌准则的事宜属上市一般原则的核心基本所在,而且已不能补救。于2023年4月28日,上市委员会经考虑该要求及该公司状况后,认为根据《上市规则》第6.01(4)条,该公司不再适合上市,因此应按《上市规则》第6.01条立即除牌。",百慕大,香港特别行政区九龙尖沙咀广东道5号海洋中心1501室,旅游及观光,酒店、度假村与豪华游轮
8175.HK,中国数码文化,中国数码文化(集团)有限公司,China Digital Culture (Group) Limited,2023/05/09,2003/02/25,被取消上市地位,1.5768669786,"该公司未能于2023年3月31日或之前履行联交所订下的复牌指引而复牌。于2023年4月21日,上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",百慕大,香港金钟夏壳道18号海富中心2座16楼1603室,"影视娱乐,消闲及文娱设施,软件服务","教育服务,电影与娱乐,电影和娱乐"
1191.HK,中国中石控股,中国中石控股有限公司,China Gem Holdings Limited,2023/05/05,1994/10/26,被取消上市地位,0.8925027993,"该公司未能于2023年2月28日或之前履行联交所订下的复牌指引而复牌。于2023年3月31日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港湾仔骆克道114号嘉洛商业大厦13楼13B室,"地产发展商,投资及资产管理,林业及木材,综合企业","房地产开发,消费信贷,环境与设施服务"
6168_1.HK,优通未来,中国优通未来空间产业集团控股有限公司,China U-Ton Future Space Industrial Group Holdings Ltd.,2023/05/02,2012/06/12,被取消上市地位,--,"该公司未能于2022年11月4日或之前履行联交所订下的复牌指引而复牌。于2022年12月23日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国河北省石家庄裕华区槐安东路152号金源商务广场A座5层514室,消费性电讯设备,建筑与工程
8109.HK,麒麟集团控股,麒麟集团控股有限公司,Kirin Group Holdings Limited,2023/04/28,2002/01/31,被取消上市地位,0.17094555428,"该公司未能于2022年12月12日或之前履行联交所订下的复牌指引而复牌。于2023年1月20日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",百慕大,香港铜锣湾恩平道28号利园二期29字楼,"保险,系统开发及资讯科技顾问","信息科技咨询与其它服务,综合金融服务"
2133.HK,信盛矿业,信盛矿业集团有限公司,Greenway Mining Group Limited,2023/04/25,2011/12/14,被取消上市地位,1.020236445,"该公司未能于2023年3月31日或之前履行联交所订下的复牌指引而复牌。于2023年4月6日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港湾仔骆克道301-307号洛克中心9楼C室,其他金属及矿物,多种金属与采矿
0141.HK,天禧海嘉控股,天禧海嘉控股集团有限公司,Sky Chinafortune Holdings Group Limited,2023/04/20,1973/03/07,被取消上市地位,0.621674838,"该公司未能于2023年3月1日或之前履行联交所订下的复牌指引而复牌。于2023年3月31日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",香港皇后大道中16–18号新世界大厦1座15楼1512室,香港皇后大道中16–18号新世界大厦1座15楼1512室,"地产投资,禽畜饲料","农产品与服务,房地产经营公司"
2103.HK,新力控股集团,新力控股(集团)有限公司,Sinic Holdings (Group) Company Limited,2023/04/13,2019/11/15,被取消上市地位,17.850935000,"该公司未能于2023年3月19日或之前履行联交所订下的复牌指引而复牌。于2023年3月24日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国上海闵行区申长路988弄虹桥万科中心T6号楼7层,地产发展商,房地产开发
1333_1.HK,中国忠旺,中国忠旺控股有限公司,China Zhongwang Holdings Limited,2023/04/13,2009/05/08,被取消上市地位,--,"该公司未能于2023年2月28日或之前履行联交所订下的复牌指引而复牌。于2023年3月24日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国辽宁省辽阳市文圣路299号,铝,铝
8075.HK,寰亚传媒,寰亚传媒集团有限公司,Media Asia Group Holdings Limited,2023/03/21,2001/05/31,私有化,7.4657850375,--,百慕大,香港九龙长沙湾道680号丽新商业中心11楼,"影视娱乐,软件服务","电影与娱乐,电影和娱乐"
1031.HK,金利丰金融,金利丰金融集团有限公司,Kingston Financial Group Limited,2023/02/27,1996/07/23,私有化,40.1627179647,--,百慕大,香港中环皇后大道中99号中环中心72楼,"证券及经纪,酒店、餐饮、赌场及消闲设施","综合金融服务,赌场与赌博"
0395.HK,环球智能控股,环球智能控股有限公司,Smartac International Holdings Limited,2023/02/20,2002/10/28,被取消上市地位,0.90175534784,"该公司未能于2022年9月30日或之前履行联交所订下的复牌指引而复牌。于2022年10月21日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港铜锣湾告士打道262号中粮大厦21楼2101室,"特殊化工用品,电子商贸及互联网服务","互动媒体与服务,互联网软件与服务,商品化工"
0766.HK,中盈集团控股,中盈(集团)控股有限公司,Sino Prosper (Group) Holdings Limited,2023/02/20,2002/05/15,被取消上市地位,0.80633706965,"该公司未能于2023年1月1日或之前履行联交所订下的复牌指引而复牌。于2023年2月3日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港湾仔轩尼诗道338号北海中心16楼E室,"信贷,黄金及贵金属","消费信贷,贵重金属与矿石"
0378.HK,五龙动力,五龙动力有限公司,Fdg Kinetic Limited,2023/02/20,1986/09/10,被取消上市地位,1.21559290434,"该公司未能于2023年1月1日或之前履行联交所订下的复牌指引而复牌。于2023年2月3日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港铜锣湾希慎道33号利园一期43楼,"投资及资产管理,特殊化工用品","电子元件,综合性资本市场,资产管理与托管银行"
1386.HK,国投集团控股,国投集团控股有限公司,Vestate Group Holdings Limited,2023/02/20,2007/06/07,被取消上市地位,3.634039500,"该公司未能于2023年1月1日或之前履行联交所订下的复牌指引而复牌。于2023年2月3日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港九龙九龙湾宏光道一号亿京中心A座22楼E室,"其他零售商,鞋类",特殊金融服务
0577.HK,南岸集团,南岸集团有限公司,South Shore Holdings Limited,2023/02/09,1996/04/25,被取消上市地位,0.24310889064,"该公司未能于2023年1月1日或之前履行联交所订下的复牌指引而复牌。于2023年1月20日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港鲗鱼涌英皇道979号太古坊一座27楼,楼宇建造,建筑与工程
1175.HK,鲜驰达控股,鲜驰达控股集团有限公司,"Fresh Express Delivery Holdings Group Co., Limited",2023/02/09,2004/12/17,被取消上市地位,0.97130944092,"该公司未能于2023年1月1日或之前履行联交所订下的复牌指引而复牌。于2023年1月20日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港九龙观塘伟业街138号和胜记工业大厦3楼,"包装食品,餐饮","食品零售,餐馆"
8055.HK,中国网络信息科技,中国网络信息科技集团有限公司,China E-Information Technology Group Limited,2023/02/09,2001/12/05,被取消上市地位,0.43283422336,"该公司未能于2022年12月29日或之前履行联交所订下的复牌指引而复牌。于2023年1月20日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,香港湾仔轩尼诗道288号英皇集团中心16楼1604室,"应用软件,教育",教育服务
0803.HK,昌兴国际,昌兴国际控股(香港)有限公司,Prosperity International Holdings (H.K.) Ltd.,2023/02/09,2001/08/02,被取消上市地位,0.49715018587,"该公司未能于2023年1月1日或之前履行联交所订下的复牌指引而复牌。于2023年1月20日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",百慕大,香港湾仔皇后大道东43–59号东美中心1405–1407室,"建筑,钢铁","多样化房地产活动,多种金属与采矿"
0633.HK,中国全通,中国全通(控股)有限公司,China All Access (Holdings) Limited,2023/01/16,2009/09/16,被取消上市地位,2.40436631032,"该公司未能于2022年9月30日或之前履行联交所订下的复牌指引而复牌。于2022年10月21日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,香港九龙尖沙咀科学馆道1号康宏广场南座17楼1702-1703室,"卫星及无线通讯,消费性电讯设备,电讯",通信设备
0282.HK,壹传媒,壹传媒有限公司,Next Digital Limited,2023/01/12,--,被取消上市地位,7.6450140025,"该公司未能于2022年12月16日或之前履行联交所订下的复牌指引而复牌。于2022年12月23日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",香港新界将军澳将军澳工业邨骏光街3号1楼,香港德辅道西369号香港商业中心41楼4112室,--,出版
1212.HK,利福国际,利福国际集团有限公司,Lifestyle International Holdings Limited,2022/12/21,2004/04/15,私有化,74.795416800,--,开曼群岛,香港铜锣湾轩尼诗道555号东角中心20楼,"多元化零售商,百货商城",百货商店
8101.HK,壹家壹品,壹家壹品(香港)控股有限公司,EJE (Hong Kong) Holdings Limited,2022/12/21,2013/10/15,被取消上市地位,0.836366400,"该公司未能于2022年8月1日或之前履行联交所订下的复牌指引而复牌。于2022年8月26日,GEM上市委员会决定根据《GEM规则》第9.14A条取消该公司股份在联交所的上市地位。",开曼群岛,中国广东省广州市黄埔区萝岗瑞和路39号纳金科技园G2栋7楼,"家具,家居装修零售商",家庭装饰品
1096.HK,中能国际控股,中能国际控股集团有限公司,Sino Energy International Holdings Group Limited,2022/12/16,2011/09/28,被取消上市地位,0.50097690448,"于2022年3月28日,该公司向上市覆核委员会申请覆核上市委员会的决定。于2022年6月28日,上市覆核委员会维持上市委员会取消该公司上市地位的决定。于2022年7月29日,该公司向香港特区高等法院(高等法院)申请提出司法覆核的许可,要求批准司法覆核上市覆核委员会决定(申请)。于2022年11月15日,高等法院驳回申请。",开曼群岛,香港湾仔港湾道6-8号瑞安中心27楼2703室,燃气供应,"汽车零售,鞋类"
6166_1.HK,中国宏泰发展,中国宏泰产业市镇发展有限公司,China VAST Industrial Urban Development Company Limited,2022/12/07,2014/08/25,私有化,--,--,开曼群岛,中国北京市朝阳区宏泰东二路中国宏泰发展大厦,地产发展商,房地产开发
8255.HK,神州数字,神州数字新金融科技集团,China Binary New Fintech Group,2022/12/06,2013/12/04,私有化,0.475200000,--,开曼群岛,中国北京朝阳区望京启阳路金辉大厦15楼1506室,"信贷,应用软件,电子商贸及互联网服务","互动媒体与服务,互联网软件与服务,特殊金融服务"
2014.HK,浩泽净水,浩泽净水国际控股有限公司,Ozner Water International Holding Limited,2022/12/05,2014/06/17,被取消上市地位,1.8977754355,"该公司未能于2022年9月17日或之前履行联交所订下的复牌指引而复牌。于2022年11月18日,上市委员会决定根据《上市规则》第6.01A(1)条取消该公司股份在联交所的上市地位。",开曼群岛,中国上海市浦东新区桂桥路60号,家庭电器,家用器具与特殊消费品
