ipo_id,stock_code,company_name,listing_date,listing_chapter,n_cornerstones,coverage,intl_oversub,nacs,Q_company,Q_ecosystem,R_lockup,decision,return_5d,return_30d,return_60d,return_180d,L1_veto,L2_veto,year,cs_total,aff_count,strong_aff,cluster_aff,aff_ratio
HK_6696_HK_2022,6696.HK,多想云,2022-11-09,main_board_profitable,1,3.19,1.01,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,-0.175,-0.685,-0.685,-0.825,False,False,2022,1.0,0,0,0,0.0
HK_2420_HK_2022,2420.HK,子不语,2022-11-11,main_board_profitable,3,77.08,1.56,0.2917742067942442,0.640065042426728,0.5965333093253778,0.2358333333333333,RELATIONSHIP,-0.207478890229192,-0.246079613992762,-0.300361881785283,-0.642230162884736,False,False,2022,3.0,0,0,0,0.0
HK_1407_HK_2022,1407.HK,交运燃气,2022-11-16,main_board_profitable,0,0.0,1.17,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.056338028169014,-0.267605633802817,-0.457746478873239,-0.565351291422001,False,False,2022,,0,0,0,0.0
HK_2436_HK_2022,2436.HK,凌雄科技,2022-11-24,main_board_profitable,0,0.0,1.12,0.0,0.4,0.0,0.2358333333333333,SKIP,0.152564102564103,0.57948717948718,0.684615384615385,0.335897435897436,False,False,2022,,0,0,0,0.0
HK_2245_HK_2022,2245.HK,力勤资源,2022-12-01,main_board_profitable,5,69.3,1.4,0.2240025663075008,0.4,0.7328328232524565,0.2358333333333333,SKIP,-0.0367088607594937,-0.0493788911510431,-0.0985266491595606,-0.568017074346188,False,False,2022,5.0,0,0,0,0.0
HK_6963_HK_2022,6963.HK,阳光保险,2022-12-09,main_board_profitable,0,0.0,1.34,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.272727272727273,-0.190394511149228,-0.2452830188679239,-0.219524958571968,False,False,2022,,0,0,0,0.0
HK_2407_HK_2022,2407.HK,高视医疗,2022-12-12,main_board_profitable,4,48.25,1.04,0.1222666666666666,0.4,0.4,0.2358333333333333,SKIP,0.0,0.0019455252918288,0.0243190661478598,-0.0778210116731517,False,False,2022,4.0,3,1,2,0.75
HK_2440_HK_2022,2440.HK,迷策略,2022-12-12,main_board_profitable,2,58.333,1.1,0.1643221141165393,0.4,0.537585978571012,0.2358333333333333,SKIP,-0.205,-0.165,-0.26,-0.23,False,False,2022,2.0,2,0,2,1.0
HK_1947_HK_2022,1947.HK,美皓集团,2022-12-14,main_board_profitable,0,0.0,1.37,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.291666666666667,-0.291666666666667,-0.319444444444444,-0.333333333333333,False,False,2022,,0,0,0,0.0
HK_9985_HK_2022,9985.HK,卫龙美味,2022-12-15,main_board_profitable,3,56.59,2.6,0.2358714504615916,0.7716623243018265,0.4,0.2358333333333333,SKIP,-0.0738522954091817,0.0918163672654691,0.137724550898204,-0.257282088502299,False,False,2022,3.0,0,0,0,0.0
HK_2457_HK_2022,2457.HK,步阳国际,2022-12-15,main_board_profitable,1,24.0,1.19,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,0.25,0.35,0.183333333333333,0.25,False,False,2022,1.0,0,0,0,0.0
HK_2145_HK_2022,2145.HK,上美股份,2022-12-22,main_board_profitable,0,0.0,1.42,0.0,0.4,0.0,0.2358333333333333,SKIP,0.190476190476191,0.0813492063492064,0.0119047619047619,0.0329873425702621,False,False,2022,,0,0,0,0.0
HK_0314_HK_2022,0314.HK,思派健康,2022-12-23,main_board_profitable,0,0.0,1.41,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.256,-0.08,0.29,-0.6896,False,False,2022,,0,0,0,0.0
HK_6929_HK_2022,6929.HK,业聚医疗,2022-12-23,main_board_profitable,1,65.31,1.09,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,-0.0874316939890711,-0.0655737704918032,0.392349726775956,-0.0896174863387978,False,False,2022,1.0,0,0,0,0.0
HK_6698_HK_2022,6698.HK,星空华文,2022-12-29,main_board_profitable,1,9.95,1.47,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,0.0353982300884954,1.3429203539823,1.40044247787611,-0.4369469026548669,False,False,2022,1.0,0,0,0,0.0
HK_2427_HK_2022,2427.HK,GUANZE MEDICAL,2022-12-29,main_board_profitable,3,29.200000000000003,1.2,0.1222666666666666,0.4,0.4,0.2358333333333333,SKIP,0.154285714285714,-0.16,1.36571428571429,-0.7883008356545961,False,False,2022,3.0,0,0,0,0.0
HK_3896_HK_2022,3896.HK,金山云,2022-12-30,main_board_profitable,0,0.0,0.0,0.0,0.5549143297196351,0.0,0.2358333333333333,SKIP,0.257142857142857,0.1,0.8,0.157142857142857,False,False,2022,,0,0,0,0.0
HK_9658_HK_2022,9658.HK,特海国际,2022-12-30,main_board_profitable,0,0.0,0.0,0.0,0.632911947713654,0.0,0.2358333333333333,SKIP,0.352112676056338,0.680080482897384,0.8712273641851109,0.462776659959759,False,False,2022,,0,0,0,0.0
HK_2425_HK_2022,2425.HK,澳亚集团,2022-12-30,main_board_profitable,2,79.34,1.16,0.1742173590652937,0.4,0.5699586447065225,0.2358333333333333,SKIP,-0.0533751962323391,-0.208791208791209,-0.469387755102041,-0.726844583987441,False,False,2022,2.0,0,0,0,0.0
HK_2469_HK_2023,2469.HK,粉笔,2023-01-09,main_board_profitable,0,0.0,2.3243,0.0,0.7449467240761742,0.0,0.2358333333333333,SKIP,-0.063063063063063,0.102702702702703,0.0360360360360361,-0.5540540540540541,False,False,2023,,0,0,0,0.0
HK_2147_HK_2023,2147.HK,正味集团,2023-01-13,main_board_profitable,0,0.0,1.33,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.142857142857143,-0.125,0.142857142857143,3.21428571428571,False,False,2023,,0,0,0,0.0
HK_2411_HK_2023,2411.HK,百果园集团,2023-01-16,main_board_profitable,3,33.93,2.8,0.155704077005348,0.5093917459280743,0.4,0.2358333333333333,SKIP,-0.0566666666666666,0.0166666666666666,-0.0116666666666667,-0.0558713136729222,False,False,2023,3.0,0,0,0,0.0
HK_2373_HK_2023,2373.HK,美丽田园医疗健康,2023-01-16,main_board_profitable,4,53.52,4.7,0.4021414992026188,0.8100037195660478,0.6496864211874035,0.2358333333333333,TRIAL,0.0185497470489039,-0.1450252951096119,0.0,-0.642736792423733,False,False,2023,4.0,0,0,0,0.0
HK_2458_HK_2023,2458.HK,望尘科技控股,2023-01-16,main_board_profitable,0,0.0,1.7,0.0,0.559882555669316,0.0,0.2358333333333333,SKIP,-0.106086956521739,0.137391304347826,-0.11304347826087,-0.31304347826087,False,False,2023,,0,0,0,0.0
HK_2455_HK_2023,2455.HK,润华服务,2023-01-17,main_board_profitable,1,35.304,1.29,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,0.0317460317460318,-0.0238095238095238,0.103174603174603,-0.206349206349206,False,False,2023,1.0,0,0,0,0.0
HK_2459_HK_2023,2459.HK,升能集团,2023-01-17,main_board_profitable,0,0.0,1.2,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.0730337078651685,0.314606741573034,0.0674157303370786,1.43820224719101,False,False,2023,,0,0,0,0.0
HK_2306_HK_2023,2306.HK,乐华娱乐,2023-01-19,main_board_profitable,4,31.610000000000003,1.29,0.1222666666666666,0.4,0.4,0.2358333333333333,SKIP,-0.207296849087894,-0.27363184079602,-0.2553897180762849,-0.0713101160862356,False,False,2023,4.0,0,0,0,0.0
HK_2450_HK_2023,2450.HK,淮北绿金股份,2023-01-20,main_board_profitable,0,0.0,0.95,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.0566037735849057,-0.2547169811320749,-0.349056603773585,-0.4339622641509429,False,False,2023,,0,0,0,0.0
HK_2482_HK_2023,2482.HK,维天运通,2023-03-09,main_board_profitable,2,54.39,1.43,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,0.0070422535211267,-0.0352112676056337,-0.0492957746478871,-0.5774647887323939,False,False,2023,2.0,0,0,0,0.0
HK_9636_HK_2023,9636.HK,九方智投控股,2023-03-10,main_board_profitable,5,34.1,1.85,0.4591835816838452,0.7909544025840686,0.7597081997591927,0.2358333333333333,LARGE,-0.016336056009335,-0.0081680280046674,-0.0198366394399066,-0.207421752929337,False,False,2023,5.0,0,0,0,0.0
HK_2421_HK_2023,2421.HK,嘉创地产,2023-03-23,main_board_profitable,0,0.0,0.0,0.0,0.5943208120914033,0.0,0.2358333333333333,SKIP,-0.13125,-0.18125,-0.29375,-0.433355263157895,False,False,2023,,0,0,0,0.0
HK_1405_HK_2023,1405.HK,达势股份,2023-03-28,main_board_profitable,0,0.0,1.9,0.0,0.6594408444614297,0.0,0.2358333333333333,SKIP,0.229597388465724,0.0990206746463547,0.11316648531012,0.114254624591948,False,False,2023,,0,0,0,0.0
HK_2409_HK_2023,2409.HK,洲际船务,2023-03-29,main_board_profitable,3,28.4,1.09,0.1222666666666666,0.4,0.4,0.2358333333333333,SKIP,0.170542635658915,0.104651162790698,0.197674418604651,0.294573643410853,False,False,2023,3.0,0,0,0,0.0
HK_2433_HK_2023,2433.HK,中天湖南集团,2023-03-30,main_board_profitable,0,0.0,1.01,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.217228464419476,0.119850187265918,-0.805243445692884,-0.915730337078652,False,False,2023,,0,0,0,0.0
HK_2439_HK_2023,2439.HK,中宝新材,2023-03-31,main_board_profitable,1,9.74,0.0,0.172038881990367,0.6432361999951409,0.35,0.2358333333333333,SKIP,-0.0147058823529412,0.0735294117647058,-0.147058823529412,2.05882352941176,False,False,2023,1.0,0,0,0,0.0
HK_2405_HK_2023,2405.HK,力盟科技,2023-03-31,main_board_profitable,0,0.0,1.45,0.0,0.4,0.0,0.2358333333333333,SKIP,0.25,1.58333333333333,3.13095238095238,5.58333333333333,False,False,2023,,0,0,0,0.0
HK_9669_HK_2023,9669.HK,北森控股,2023-04-13,main_board_profitable,0,0.0,1.51,0.0,0.6518713052336669,0.0,0.2358333333333333,SKIP,-0.459770114942529,-0.675095785440613,-0.670498084291188,-0.8134099616858239,False,False,2023,,0,0,0,0.0
HK_6623_HK_2023,6623.HK,陆控,2023-04-14,main_board_profitable,0,0.0,0.0,0.0,0.5556376610497366,0.0,0.2358333333333333,SKIP,-0.153956834532374,-0.3726618705035969,-0.282014388489209,-0.6601222979088671,False,False,2023,,0,0,0,0.0
HK_6979_HK_2023,6979.HK,珍酒李渡,2023-04-27,main_board_profitable,0,0.0,3.9,0.0,0.7336805192244756,0.0,0.2358333333333333,SKIP,0.0247747747747746,-0.206081081081081,-0.0022522522522524,-0.0608108108108109,False,False,2023,,0,0,0,0.0
HK_2415_HK_2023,2415.HK,梅斯健康,2023-04-27,main_board_profitable,6,51.65,1.47,0.1222666666666666,0.4,0.4,0.2358333333333333,SKIP,-0.0652173913043478,0.195652173913044,-0.026086956521739,-0.668478260869565,False,False,2023,6.0,4,0,4,0.6666666666666666
HK_2442_HK_2023,2442.HK,怡俊集团控股,2023-05-09,main_board_profitable,0,0.0,1.05,0.0,0.4,0.0,0.2358333333333333,SKIP,0.5714285714285721,0.408163265306122,0.0918367346938776,0.428571428571428,False,False,2023,,0,0,0,0.0
HK_2486_HK_2023,2486.HK,普乐师集团控股,2023-05-11,main_board_profitable,0,0.0,1.2,0.0,0.4,0.0,0.2358333333333333,SKIP,-0.0613266583229037,-0.32540675844806,-0.331664580725907,-0.549918166939444,False,False,2023,,0,0,0,0.0
HK_9930_HK_2023,9930.HK,宏信建发,2023-05-25,main_board_profitable,7,66.84,1.47,0.1222666666666666,0.4,0.4,0.2358333333333333,SKIP,-0.174454828660436,-0.196261682242991,-0.152647975077882,-0.218068535825545,False,False,2023,7.0,0,0,0,0.0
HK_2416_HK_2023,2416.HK,易点云,2023-05-25,main_board_profitable,1,26.26,1.2,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,0.11336032388664,0.0222672064777327,-0.293522267206478,-0.67914979757085,False,False,2023,1.0,0,0,0,0.0
HK_9885_HK_2023,9885.HK,药师帮,2023-06-28,main_board_profitable,1,31.72,2.08,0.160134599527472,0.5987272766255382,0.35,0.2358333333333333,SKIP,0.1611374407582939,1.56398104265403,1.52369668246445,-0.557345971563981,False,False,2023,1.0,0,0,0,0.0
HK_9860_HK_2023,9860.HK,艾迪康控股,2023-06-30,main_board_profitable,5,71.24000000000001,1.8,0.3701367466508052,0.7149248836357779,0.6775068653631461,0.2358333333333333,TRIAL,-0.0927536231884059,-0.0405797101449276,0.115942028985507,-0.1637681159420289,False,False,2023,5.0,0,0,0,0.0
HK_2481_HK_2023,2481.HK,慧居科技,2023-07-10,main_board_profitable,1,19.6,1.35,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,-0.197222222222222,-0.258333333333333,-0.258333333333333,-0.280555555555556,False,False,2023,1.0,0,0,0,0.0
HK_3650_HK_2023,3650.HK,KEEP,2023-07-12,main_board_profitable,3,24.42,1.37,0.1879078526125603,0.4,0.6147476094194996,0.2358333333333333,SKIP,-0.0051724137931034,0.0999999999999999,0.0137931034482758,-0.8496551724137931,False,False,2023,3.0,0,0,0,0.0
HK_6683_HK_2023,6683.HK,巨星传奇,2023-07-13,main_board_profitable,2,20.5,1.15,0.1069833333333333,0.4,0.35,0.2358333333333333,SKIP,0.349809885931559,0.134980988593156,0.712927756653992,0.7414448669201521,False,False,2023,2.0,0,0,0,0.0
HK_1284_HK_2023,1284.HK,新传企划,2023-07-17,main_board_profitable,0,0.0,1.5,0.0,0.7020565809697543,0.0,0.2358333333333333,SKIP,0.0,-0.467741935483871,-0.564516129032258,-0.704301075268817,False,False,2023,,0,0,0,0.0
HK_2271_HK_2023,2271.HK,众安智慧生活,2023-07-18,main_board_profitable,2,13.8409,1.63,0.2323096473397318,0.7600097513840737,0.4,0.2358333333333333,SKIP,-0.12396694214876,-0.297520661157025,-0.43801652892562,-0.528925619834711,False,False,2023,2.0,0,0,0,0.0
HK_2490_HK_2023,2490.HK,乐舱物流,2023-09-25,main_board_profitable,0,0.0,1.53,0.0,0.6860244198523193,0.0,0.2358333333333333,SKIP,0.0431372549019608,-0.0745098039215686,0.0784313725490197,4.2843137254902,False,False,2023,,0,0,0,0.0
HK_9890_HK_2023,9890.HK,贪玩,2023-09-28,main_board_profitable,4,33.24,1.67,0.23146061996006,0.7572321263687896,0.4,0.2358333333333333,SKIP,-0.0385714285714285,-0.0371428571428571,1.99285714285714,0.148571428571428,False,False,2023,4.0,0,0,0,0.0
HK_6682_HK_2023,6682.HK,范式智能,2023-09-28,main_board_profitable,3,73.75,1.57,0.2904241815953429,0.644086515587398,0.5900658458961692,0.2358333333333333,RELATIONSHIP,-0.0769230769230769,-0.144444444444444,-0.167521367521367,-0.146153846153846,False,False,2023,3.0,0,0,0,0.0
HK_9686_HK_2023,9686.HK,熙康云医院,2023-09-28,main_board_profitable,3,34.82,1.15,0.1222666666666666,0.4,0.4,0.2358333333333333,SKIP,-0.147058823529412,-0.363970588235294,-0.5036764705882351,-0.6139705882352939,False,False,2023,3.0,0,0,0,0.0
HK_1973_HK_2023,1973.HK,天图投资,2023-10-06,main_board_profitable,4,43.04,1.28,0.1991691132741694,0.4,0.6515892473527899,0.2358333333333333,SKIP,-0.180327868852459,0.114754098360656,0.0348360655737704,-0.30327868852459,False,False,2023,4.0,3,0,3,0.75
