ipo_id,stock_code,name,listing_date,listing_chapter,NACS,Q_company,Q_ecosystem,R_lockup,decision,position_pct,regime_score,cluster_count,r5d,r30d,r60d,r180d,year
HK_2260_HK_2022,2260.HK,环龙控股,2022-01-11,main_board_profitable,0.12704280000000004,0.4,0.4,0.20598249999999999,SKIP,0.0,,0,0.0,-0.00813008130081302,-0.016260162601626,-0.10569105691056899,2022
HK_6680_HK_2022,6680.HK,金力永磁,2022-01-14,a_plus_h,0.26482432533674616,0.4773364758632813,0.6507869809034879,0.22499998529481371,RELATIONSHIP,0.1,,0,-0.0319148936170212,0.0531914893617021,-0.173758865248227,-0.191848540128737,2022
HK_2250_HK_2022,2250.HK,小黄鸭德盈,2022-01-17,main_board_profitable,0.0,0.4,0.0,0.234,SKIP,0.0,,0,-0.121338912133891,-0.238493723849372,-0.230125523012552,-0.320157868186,2022
HK_2121_HK_2022,2121.HK,创新奇智,2022-01-27,main_board_profitable,0.2881171375105653,0.6822725246335162,0.5455948274708456,0.22599999304851356,RELATIONSHIP,0.0,,0,-0.11938775510204101,-0.587244897959184,-0.0326530612244898,-0.110204081632653,2022
HK_9878_HK_2022,9878.HK,汇通达网络,2022-02-18,main_board_profitable,0.378541495412974,0.6774203749864472,0.7174498425717354,0.2211322998472951,TRIAL,0.4,,0,-0.0465631929046563,0.0266075388026607,0.006651884700665121,-0.237250554323725,2022
HK_1406_HK_2022,1406.HK,清晰医疗,2022-02-18,main_board_profitable,0.0,0.4,0.0,0.1806,SKIP,0.0,,0,-0.064935064935065,-0.18831168831168799,-0.220779220779221,-0.246753246753247,2022
HK_2157_HK_2022,2157.HK,乐普生物-B,2022-02-23,18a,0.19121050795240105,0.7066449061128762,0.35,0.2268878862906652,SKIP,0.0,,0,-0.00140056022408961,-0.0896358543417367,-0.0798319327731092,0.379551820728291,2022
HK_9866_HK_2022,9866.HK,蔚来-SW,2022-03-10,secondary,0.13341122750974654,0.5338584534203542,0.4,0.26499999999999996,SKIP,0.0,,0,-0.0874764002517307,-0.14537444933920698,-0.0264317180616741,-0.45185651353052203,2022
HK_0816_HK_2022,0816.HK,金茂服务,2022-03-10,main_board_profitable,0.10474804548200242,0.4,0.4,0.345324715737485,SKIP,0.0,,0,-0.14137931034482698,-0.0982758620689654,-0.175862068965517,-0.374137931034483,2022
HK_6639_HK_2022,6639.HK,瑞尔集团,2022-03-22,main_board_profitable,0.2758284647407461,0.618746057752644,0.6164980847711331,0.27690575427180614,RELATIONSHIP,0.0,,0,0.043478260869565195,-0.0579710144927537,-0.13768115942029,-0.365942028985507,2022
HK_6655_HK_2022,6655.HK,华新建材,2022-03-28,a_plus_h,0.0,0.5313169444328862,0.0,0.3159058285506884,SKIP,0.0,-0.0982208848062505,0,0.0130434782608695,0.0217391304347825,-0.12453663362590399,-0.28967367656109,2022
HK_0587_HK_2022,0587.HK,海螺环保,2022-03-30,main_board_profitable,0.0,0.45631694443288623,0.0,0.3159058285506884,SKIP,0.0,-0.0982208848062505,0,0.025588536335721602,-0.357215967246673,-0.44114636642784,-0.6980552712384851,2022
HK_9638_HK_2022,9638.HK,法拉帝,2022-03-31,main_board_profitable,0.23127325381925343,0.4729881143203488,0.6727294893195102,0.2731668654333777,SKIP,0.0,-0.0982208848062505,0,0.0,-0.0415754923413568,-0.122113848089762,-0.073587477883668,2022
HK_2370_HK_2022,2370.HK,力高健康生活,2022-03-31,main_board_profitable,0.0,0.4,0.0,0.25019154283640266,SKIP,0.0,-0.0982208848062505,0,0.5926640926640929,0.714285714285715,1.12355212355212,-0.563706563706564,2022
HK_2179_HK_2022,2179.HK,瑞科生物-B,2022-03-31,18a,0.17257587215776699,0.4,0.5981316962439572,0.27868781557022176,SKIP,0.0,-0.0982208848062505,0,0.0811881188118812,-0.029702970297029698,-0.09900990099009899,-0.0851485148514851,2022
HK_2390_HK_2022,2390.HK,知乎-W,2022-04-22,main_board_unprofitable,0.0,0.604442257059494,0.0,0.28169670073465986,SKIP,0.0,-0.0982758620689654,0,0.102040816326531,0.189795918367347,-0.0775510204081632,0.0693877551020408,2022
HK_2352_HK_2022,2352.HK,东原仁知服务,2022-04-29,main_board_profitable,0.0,0.5459659982760791,0.0,0.2396454689775749,SKIP,0.0,-0.0982758620689654,0,-0.04201680672268911,-0.0655462184873951,-0.176470588235294,-0.34621848739495803,2022
HK_2423_HK_2022,2423.HK,贝壳-W,2022-05-11,main_board_unprofitable,0.0,0.4501027195322621,0.0,0.3272931351266513,SKIP,0.0,-0.0579710144927537,0,0.056910569105691096,0.596747967479675,0.294308943089431,0.6,2022
HK_2325_HK_2022,2325.HK,云康集团,2022-05-18,main_board_profitable,0.10505719679464412,0.4,0.35,0.24959145146682762,SKIP,0.0,-0.0579710144927537,0,0.0705882352941176,1.1176470588235299,1.20470588235294,0.862162567936823,2022
HK_2347_HK_2022,2347.HK,友和集团,2022-06-10,main_board_profitable,0.0,0.3925020698898218,0.0,0.3637375795710958,SKIP,0.0,-0.0579710144927537,0,-0.061904761904762,-0.238095238095238,-0.30952380952381,-0.585714285714286,2022
HK_6667_HK_2022,6667.HK,美因基因,2022-06-22,main_board_profitable,0.23353254402913498,0.5999598194914023,0.609485320810708,0.3613513560921356,SKIP,0.0,-0.049773253417055255,0,-0.011111111111111101,-0.021111111111111098,-0.261111111111111,-0.388888888888889,2022
HK_2246_HK_2022,2246.HK,快狗打车,2022-06-24,main_board_profitable,0.10476789997399238,0.4,0.35,0.2516578573286258,SKIP,0.0,-0.049773253417055255,0,-0.33014354066985596,-0.697368421052632,-0.641148325358852,-0.857655502392345,2022
HK_2167_HK_2022,2167.HK,天润云,2022-06-30,main_board_profitable,0.09354388791767669,0.4,0.35,0.33182937201659507,SKIP,0.0,-0.0415754923413568,0,0.02803738317757,-0.24532710280373798,-0.267133956386293,-0.20404984423676,2022
HK_2372_HK_2022,2372.HK,伟立控股,2022-06-30,main_board_profitable,0.0,0.4,0.0,0.20186431454533074,SKIP,0.0,-0.0415754923413568,0,0.0476190476190477,-0.19047619047619002,-0.341269841269841,-0.30952380952381,2022
HK_2391_HK_2022,2391.HK,涂鸦智能-W,2022-07-05,main_board_unprofitable,0.0,0.4,0.0,0.27429361876589337,SKIP,0.0,-0.0415754923413568,0,-0.020725388601036402,-0.32331606217616604,-0.5953367875647669,-0.191709844559586,2022
HK_9955_HK_2022,9955.HK,智云健康,2022-07-06,main_board_profitable,0.31087426874972035,0.6573103978467231,0.6412387255988563,0.2624447952857167,SKIP,0.0,-0.0415754923413568,0,-0.024822695035461,-0.38156028368794304,-0.475177304964539,-0.704609929078014,2022
HK_2392_HK_2022,2392.HK,玄武云,2022-07-08,main_board_profitable,0.13767237308919472,0.6328541625614782,0.35,0.3784513705248996,SKIP,0.0,-0.03563923131919325,0,-0.0764331210191083,-0.0461783439490446,-0.159235668789809,-0.504777070063694,2022
HK_2376_HK_2022,2376.HK,鲁商服务,2022-07-08,main_board_profitable,0.0,0.4,0.0,0.20185681492031196,SKIP,0.0,-0.03563923131919325,0,-0.187358916478555,-0.34311512415349904,-0.45372460496614003,-0.521444695259594,2022
HK_2297_HK_2022,2297.HK,润迈德-B,2022-07-08,18a,0.0,0.4,0.0,0.2696319725187885,SKIP,0.0,-0.03563923131919325,0,-0.0321969696969697,-0.240530303030303,-0.498106060606061,-0.793560606060606,2022
HK_2361_HK_2022,2361.HK,中康科技控股,2022-07-12,main_board_profitable,0.11876090967274712,0.4,0.4,0.2577443145453307,SKIP,0.0,-0.03563923131919325,0,0.119402985074627,-0.17910447761194,-0.347014925373134,-0.167910447761194,2022
HK_2385_HK_2022,2385.HK,读书郎,2022-07-12,main_board_profitable,0.15177739915097932,0.5178758841261064,0.4,0.2673080374890537,SKIP,0.0,-0.03563923131919325,0,0.023611111111111097,-0.04722222222222219,-0.048611111111111195,0.0666666666666666,2022
HK_9696_HK_2022,9696.HK,天齐锂业,2022-07-13,a_plus_h,0.37947671417679946,0.6301809188595388,0.7173406310465965,0.2368643069229596,SKIP,0.0,-0.03563923131919325,2,-0.038414634146341504,0.000609756097560941,-0.16280487804878,-0.31036585365853697,2022
HK_9896_HK_2022,9896.HK,名创优品,2022-07-13,main_board_profitable,0.0,0.5675226606192001,0.0,0.2621655833826166,SKIP,0.0,-0.03563923131919325,0,0.070254110612855,-0.155455904334828,-0.124869284478486,1.70215799880327,2022
HK_6686_HK_2022,6686.HK,诺亚控股,2022-07-13,main_board_profitable,0.0,0.6271276005479011,0.0,0.2603279225676442,SKIP,0.0,-0.03563923131919325,0,-0.017921146953405,-0.03584229390681,-0.222939068100358,-0.032258064516129,2022
HK_6661_HK_2022,6661.HK,湖州燃气,2022-07-13,main_board_profitable,0.1281360296727471,0.4,0.4,0.19914981454533073,SKIP,0.0,-0.03563923131919325,2,0.07142857142857151,-0.1375,-0.00714285714285715,-0.0178571428571428,2022
HK_2418_HK_2022,2418.HK,德银天下,2022-07-15,main_board_profitable,0.18994420268926593,0.4,0.5905984378248149,0.19596721509781692,SKIP,0.0,-0.03563923131919325,0,-0.088888888888889,-0.338888888888889,-0.427777777777778,-0.494444444444444,2022
HK_2172_HK_2022,2172.HK,微创脑科学,2022-07-15,main_board_profitable,0.15108506820512294,0.5895192736338221,0.35,0.2677565556383491,SKIP,0.0,-0.03563923131919325,0,-0.00203252032520328,-0.00813008130081312,0.00813008130081298,-0.378048780487805,2022
HK_1204_HK_2022,1204.HK,博维智慧,2022-07-15,main_board_profitable,0.10840566263032035,0.4,0.35,0.22567383835485455,SKIP,0.0,-0.03563923131919325,0,0.0,-0.057377049180327905,-0.18032786885245902,0.09836065573770499,2022
HK_2237_HK_2022,2237.HK,中国石墨,2022-07-18,main_board_profitable,0.0,0.4,0.0,0.20186431454533074,SKIP,0.0,-0.03563923131919325,0,-0.354430379746835,0.7341772151898731,0.16455696202531597,0.848101265822785,2022
HK_9857_HK_2022,9857.HK,柠萌影视,2022-08-10,main_board_profitable,0.08822114623180524,0.4,0.35,0.3698489554871054,SKIP,0.0,-0.025407040704070398,0,0.0277777777777778,-0.05740740740740739,-0.08888888888888881,-0.525925925925926,2022
HK_2562_HK_2022,2562.HK,狮腾控股,2022-08-15,spac,0.0,0.5281066286012124,0.0,0.26488944078920845,SKIP,0.0,-0.19047619047619002,0,-0.12,-0.26,-0.26,-0.053999999999999895,2022
HK_2321_HK_2022,2321.HK,双财庄,2022-08-19,main_board_profitable,0.1830247597461194,0.5654729961260125,0.4,0.19083333333333333,SKIP,0.0,-0.21428571428571402,0,0.151898734177215,0.417721518987342,1.25316455696203,-0.506329113924051,2022
HK_2152_HK_2022,2152.HK,苏新服务,2022-08-24,main_board_profitable,0.1281543948387097,0.4,0.4,0.19903503225806454,SKIP,0.0,-0.18479033404406503,0,0.0,-0.30151338766007,-0.275902211874272,-0.08149010477299189,2022
HK_1880_HK_2022,1880.HK,中国中免,2022-08-25,a_plus_h,0.19214823569406161,0.56937050946026,0.4,0.23301167093761846,SKIP,0.0,-0.1375,2,0.08227848101265821,0.193037974683544,0.10316455696202499,-0.104430379746835,2022
