ipo_id,stock_code,concept_id,concept_name,data_date
HK_2539_HK_2025,2539.HK,011007_301740,次新股[HK],2026-05-09
HK_2543_HK_2025,2543.HK,011007_301740,次新股[HK],2026-05-09
HK_2546_HK_2025,2546.HK,011007_301740,次新股[HK],2026-05-09
HK_2556_HK_2024,2556.HK,011007_308674,SaaS概念[HK],2026-05-09
HK_2556_HK_2024,2556.HK,011007_309186,DeepSeek概念[HK],2026-05-09
HK_2562_HK_2022,2562.HK,011007_305848,人工智能[HK],2026-05-09
HK_2562_HK_2022,2562.HK,011007_309047,AIGC概念[HK],2026-05-09
HK_2565_HK_2025,2565.HK,011007_301740,次新股[HK],2026-05-09
HK_2570_HK_2024,2570.HK,011007_308857,氢能源[HK],2026-05-09
HK_2573_HK_2025,2573.HK,011007_301740,次新股[HK],2026-05-09
HK_2575_HK_2025,2575.HK,011007_301740,次新股[HK],2026-05-09
HK_2579_HK_2025,2579.HK,011007_301740,次新股[HK],2026-05-09
HK_2580_HK_2025,2580.HK,011007_301740,次新股[HK],2026-05-09
HK_2581_HK_2025,2581.HK,011007_301740,次新股[HK],2026-05-09
HK_2582_HK_2024,2582.HK,011007_308857,氢能源[HK],2026-05-09
HK_2583_HK_2025,2583.HK,011007_301740,次新股[HK],2026-05-09
HK_2586_HK_2024,2586.HK,011007_305848,人工智能[HK],2026-05-09
HK_2586_HK_2024,2586.HK,011007_306256,零售股[HK],2026-05-09
HK_2586_HK_2024,2586.HK,011007_307818,区块链概念[HK],2026-05-09
HK_2589_HK_2025,2589.HK,011007_306256,零售股[HK],2026-05-09
HK_2589_HK_2025,2589.HK,011007_308789,非酒精饮料[HK],2026-05-09
HK_2590_HK_2025,2590.HK,011007_301740,次新股[HK],2026-05-09
HK_2591_HK_2025,2591.HK,011007_301740,次新股[HK],2026-05-09
HK_2592_HK_2025,2592.HK,011007_301740,次新股[HK],2026-05-09
HK_2595_HK_2025,2595.HK,011007_301740,次新股[HK],2026-05-09
HK_2597_HK_2025,2597.HK,011007_301740,次新股[HK],2026-05-09
HK_2598_HK_2024,2598.HK,011007_307818,区块链概念[HK],2026-05-09
HK_2602_HK_2022,2602.HK,011007_308665,物业管理[HK],2026-05-09
HK_2602_HK_2022,2602.HK,011007_308958,房地产服务[HK],2026-05-09
HK_2603_HK_2025,2603.HK,011007_301740,次新股[HK],2026-05-09
HK_2605_HK_2025,2605.HK,011007_301740,次新股[HK],2026-05-09
HK_2609_HK_2025,2609.HK,011007_301740,次新股[HK],2026-05-09
HK_2617_HK_2025,2617.HK,011007_301740,次新股[HK],2026-05-09
HK_2619_HK_2025,2619.HK,011007_301740,次新股[HK],2026-05-09
HK_2621_HK_2025,2621.HK,011007_301740,次新股[HK],2026-05-09
HK_2627_HK_2025,2627.HK,011007_301740,次新股[HK],2026-05-09
HK_2629_HK_2025,2629.HK,011007_301740,次新股[HK],2026-05-09
HK_2630_HK_2025,2630.HK,011007_301740,次新股[HK],2026-05-09
HK_2631_HK_2025,2631.HK,011007_301740,次新股[HK],2026-05-09
HK_2632_HK_2026,2632.HK,011007_301740,次新股[HK],2026-05-09
HK_2635_HK_2025,2635.HK,011007_301740,次新股[HK],2026-05-09
HK_2637_HK_2025,2637.HK,011007_301740,次新股[HK],2026-05-09
HK_2643_HK_2025,2643.HK,011007_301740,次新股[HK],2026-05-09
HK_2648_HK_2025,2648.HK,011007_301740,次新股[HK],2026-05-09
HK_2649_HK_2026,2649.HK,011007_301740,次新股[HK],2026-05-09
HK_2650_HK_2025,2650.HK,011007_301740,次新股[HK],2026-05-09
HK_2651_HK_2025,2651.HK,011007_301740,次新股[HK],2026-05-09
HK_2652_HK_2025,2652.HK,011007_301740,次新股[HK],2026-05-09
HK_2655_HK_2025,2655.HK,011007_301740,次新股[HK],2026-05-09
HK_2656_HK_2025,2656.HK,011007_301740,次新股[HK],2026-05-09
HK_2657_HK_2025,2657.HK,011007_301740,次新股[HK],2026-05-09
HK_2658_HK_2025,2658.HK,011007_301740,次新股[HK],2026-05-09
HK_2659_HK_2025,2659.HK,011007_301740,次新股[HK],2026-05-09
HK_2661_HK_2025,2661.HK,011007_301740,次新股[HK],2026-05-09
HK_2665_HK_2025,2665.HK,011007_301740,次新股[HK],2026-05-09
HK_2670_HK_2025,2670.HK,011007_301740,次新股[HK],2026-05-09
HK_2671_HK_2025,2671.HK,011007_301740,次新股[HK],2026-05-09
HK_2675_HK_2026,2675.HK,011007_301740,次新股[HK],2026-05-09
HK_2676_HK_2025,2676.HK,011007_301740,次新股[HK],2026-05-09
HK_2677_HK_2026,2677.HK,011007_301740,次新股[HK],2026-05-09
HK_2685_HK_2025,2685.HK,011007_301740,次新股[HK],2026-05-09
HK_2687_HK_2025,2687.HK,011007_301740,次新股[HK],2026-05-09
HK_2691_HK_2025,2691.HK,011007_301740,次新股[HK],2026-05-09
HK_2692_HK_2026,2692.HK,011007_301740,次新股[HK],2026-05-09
HK_2693_HK_2025,2693.HK,011007_301740,次新股[HK],2026-05-09
HK_2695_HK_2025,2695.HK,011007_301740,次新股[HK],2026-05-09
HK_2698_HK_2025,2698.HK,011007_301740,次新股[HK],2026-05-09
HK_2701_HK_2026,2701.HK,011007_301740,次新股[HK],2026-05-09
HK_2706_HK_2026,2706.HK,011007_301740,次新股[HK],2026-05-09
HK_2714_HK_2026,2714.HK,011007_301740,次新股[HK],2026-05-09
HK_2715_HK_2026,2715.HK,011007_301740,次新股[HK],2026-05-09
HK_2718_HK_2025,2718.HK,011007_301740,次新股[HK],2026-05-09
HK_2720_HK_2026,2720.HK,011007_301740,次新股[HK],2026-05-09
HK_2726_HK_2026,2726.HK,011007_301740,次新股[HK],2026-05-09
HK_2729_HK_2026,2729.HK,011007_301740,次新股[HK],2026-05-09
HK_2768_HK_2026,2768.HK,011007_301740,次新股[HK],2026-05-09
HK_2788_HK_2025,2788.HK,011007_301740,次新股[HK],2026-05-09
HK_2889_HK_2025,2889.HK,011007_301740,次新股[HK],2026-05-09
