ipo_id,stock_code,source,l1_name,l2_name,l3_name,l4_name,leaf_bid,leaf_level,data_date
HK_2438_HK_2024,2438.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2439_HK_2023,2439.HK,ths_global,原材料,原材料Ⅱ,化学制品,商品化工,011003002001003008,6,2026-05-09
HK_2440_HK_2022,2440.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2442_HK_2023,2442.HK,ths_global,非日常生活消费品,消费者服务,综合消费者服务,特殊消费者服务,011003004003028069,6,2026-05-09
HK_2443_HK_2024,2443.HK,sw,汽车,汽车服务,汽车综合服务,,011008006002002,5,2026-05-09
HK_2443_HK_2024,2443.HK,ths_global,非日常生活消费品,非必需消费品分销和零售,专营零售,汽车零售,011003004005033084,6,2026-05-09
HK_2450_HK_2023,2450.HK,ths_global,原材料,原材料Ⅱ,建筑材料Ⅲ,建筑材料Ⅳ,011003002001004013,6,2026-05-09
HK_2451_HK_2023,2451.HK,ths_global,非日常生活消费品,汽车与汽车零部件,汽车零部件,汽车零件与设备,011003004001022050,6,2026-05-09
HK_2453_HK_2024,2453.HK,sw,医药生物,医疗服务,医院,,011008011006003,5,2026-05-09
HK_2453_HK_2024,2453.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健技术Ⅲ,医疗保健技术Ⅳ,011003006001042105,6,2026-05-09
HK_2455_HK_2023,2455.HK,ths_global,房地产经营公司,,,,161004_60201020,6,2026-05-09
HK_2457_HK_2022,2457.HK,ths_global,非日常生活消费品,汽车与汽车零部件,汽车零部件,汽车零件与设备,011003004001022050,6,2026-05-09
HK_2458_HK_2023,2458.HK,ths_global,通讯业务,媒体与娱乐,娱乐,互动家庭娱乐,011003009002002002,6,2026-05-09
HK_2459_HK_2023,2459.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子元件,011003008002060149,6,2026-05-09
HK_2460_HK_2024,2460.HK,sw,食品饮料,饮料乳品,软饮料,,011008008004001,5,2026-05-09
HK_2460_HK_2024,2460.HK,ths_global,日常消费品,食品、饮料与烟草,饮料,软饮料与不含酒精饮料,011003005002035092,6,2026-05-09
HK_2465_HK_2024,2465.HK,sw,电力设备,电池,电池化学品,,011008022005002,5,2026-05-09
HK_2465_HK_2024,2465.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子元件,011003008002060149,6,2026-05-09
HK_2469_HK_2023,2469.HK,sw,社会服务,教育,培训教育,,011008016006002,5,2026-05-09
HK_2469_HK_2023,2469.HK,ths_global,非日常生活消费品,消费者服务,综合消费者服务,教育服务,011003004003028068,6,2026-05-09
HK_2473_HK_2023,2473.HK,sw,汽车,汽车服务,汽车经销商,,011008006002001,5,2026-05-09
HK_2473_HK_2023,2473.HK,ths_global,非日常生活消费品,非必需消费品分销和零售,专营零售,汽车零售,011003004005033084,6,2026-05-09
HK_2476_HK_2026,2476.HK,sw,电子,元件,印制电路板,,011008005002001,5,2026-05-09
HK_2476_HK_2026,2476.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子设备和仪器,011003008002060148,6,2026-05-09
HK_2477_HK_2024,2477.HK,sw,通信,通信服务,通信工程及服务,,011008027001002,5,2026-05-09
HK_2477_HK_2024,2477.HK,ths_global,通讯业务,电信业务,无线电信业务Ⅲ,无线电信业务Ⅳ,011003009001065159,6,2026-05-09
HK_2479_HK_2024,2479.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2480_HK_2023,2480.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2481_HK_2023,2481.HK,sw,公用事业,电力,热力服务,,011008012001003,5,2026-05-09
HK_2481_HK_2023,2481.HK,ths_global,公用事业,公用事业Ⅱ,独立电力生产商与能源贸易商Ⅲ,独立电力生产商与能源贸易商Ⅳ,011003010001070164,6,2026-05-09
HK_2482_HK_2023,2482.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2483_HK_2023,2483.HK,ths_global,金融,金融服务,消费信贷Ⅲ,消费信贷Ⅳ,011003007002049116,6,2026-05-09
HK_2486_HK_2023,2486.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2487_HK_2023,2487.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_2487_HK_2023,2487.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2489_HK_2023,2489.HK,ths_global,原材料,原材料Ⅱ,金属与采矿,黄金,011003002001006018,6,2026-05-09
HK_2490_HK_2023,2490.HK,ths_global,工业,运输,航空货运与物流Ⅲ,航空货运与物流Ⅳ,011003003003017042,6,2026-05-09
HK_2493_HK_2026,2493.HK,sw,医药生物,化学制药,化学制剂,,011008011001002,5,2026-05-09
HK_2493_HK_2026,2493.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2495_HK_2024,2495.HK,ths_global,信息技术,软件与服务,信息技术服务,互联网服务和基础设施,011003008001056141,6,2026-05-09
HK_2496_HK_2023,2496.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2497_HK_2024,2497.HK,ths_global,日常消费品,食品、饮料与烟草,食品,农产品与服务,011003005002036093,6,2026-05-09
HK_2498_HK_2024,2498.HK,sw,汽车,汽车零部件,汽车电子电气系统,,011008006001005,5,2026-05-09
HK_2498_HK_2024,2498.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子设备和仪器,011003008002060148,6,2026-05-09
HK_2499_HK_2023,2499.HK,ths_global,工业,商业和专业服务,商业服务与商业用品,环境与设施服务,011003003002015036,6,2026-05-09
HK_2501_HK_2023,2501.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2502_HK_2023,2502.HK,ths_global,原材料,原材料Ⅱ,化学制品,多种化学制品,011003002001003009,6,2026-05-09
HK_2503_HK_2024,2503.HK,ths_global,工业,资本品,建筑与工程Ⅲ,建筑与工程Ⅳ,011003003001010025,6,2026-05-09
HK_2505_HK_2024,2505.HK,ths_global,工业,运输,交通基本设施,海港与服务,011003003003021049,6,2026-05-09
HK_2506_HK_2024,2506.HK,sw,计算机,软件开发,垂直应用软件,,011008025003001,5,2026-05-09
HK_2506_HK_2024,2506.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健技术Ⅲ,医疗保健技术Ⅳ,011003006001042105,6,2026-05-09
HK_2507_HK_2024,2507.HK,sw,国防军工,航空装备Ⅱ,航空装备Ⅲ,,011008024002001,5,2026-05-09
HK_2507_HK_2024,2507.HK,ths_global,工业,资本品,航空航天与国防,航天航空与国防,011003003001008023,6,2026-05-09
HK_2508_HK_2025,2508.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健提供商与服务,保健护理机构,011003006001041103,6,2026-05-09
HK_2509_HK_2024,2509.HK,ths_global,医疗保健,制药、生物科技和生命科学,生物科技Ⅲ,生物科技Ⅳ,011003006002043106,6,2026-05-09
HK_2510_HK_2024,2510.HK,sw,交通运输,航运港口,航运,,011008013004001,5,2026-05-09
HK_2510_HK_2024,2510.HK,ths_global,工业,运输,海上运输,海运,011003003003019044,6,2026-05-09
HK_2511_HK_2023,2511.HK,sw,医药生物,化学制药,化学制剂,,011008011001002,5,2026-05-09
HK_2511_HK_2023,2511.HK,ths_global,医疗保健,制药、生物科技和生命科学,生命科学工具和服务Ⅲ,生命科学工具和服务Ⅳ,011003006002045108,6,2026-05-09
HK_2512_HK_2024,2512.HK,ths_global,信息技术,软件与服务,信息技术服务,互联网服务和基础设施,011003008001056141,6,2026-05-09
HK_2513_HK_2026,2513.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2515_HK_2024,2515.HK,ths_global,工业,资本品,建筑与工程Ⅲ,建筑与工程Ⅳ,011003003001010025,6,2026-05-09
HK_2516_HK_2023,2516.HK,ths_global,工业,运输,航空货运与物流Ⅲ,航空货运与物流Ⅳ,011003003003017042,6,2026-05-09
HK_2517_HK_2023,2517.HK,sw,食品饮料,食品加工,预加工食品,,011008008001003,5,2026-05-09
HK_2517_HK_2023,2517.HK,ths_global,日常消费品,日常消费品分销和零售,日常消费品分销和零售,食品零售,011003005001034088,6,2026-05-09
HK_2519_HK_2024,2519.HK,sw,商贸零售,一般零售,百货,,011008015002001,5,2026-05-09
HK_2519_HK_2024,2519.HK,ths_global,非日常生活消费品,非必需消费品分销和零售,专营零售,家庭装饰零售,011003004005033085,6,2026-05-09
HK_2520_HK_2023,2520.HK,sw,建筑装饰,专业工程,其他专业工程,,011008021004004,5,2026-05-09
HK_2520_HK_2023,2520.HK,ths_global,工业,资本品,建筑与工程Ⅲ,建筑与工程Ⅳ,011003003001010025,6,2026-05-09
HK_2521_HK_2023,2521.HK,ths_global,工业,商业和专业服务,商业服务与商业用品,综合支持服务,011003003002015038,6,2026-05-09
HK_2522_HK_2024,2522.HK,sw,医药生物,医疗服务,诊断服务,,011008011006001,5,2026-05-09
HK_2522_HK_2024,2522.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健技术Ⅲ,医疗保健技术Ⅳ,011003006001042105,6,2026-05-09
HK_2525_HK_2025,2525.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子设备和仪器,011003008002060148,6,2026-05-09
HK_2526_HK_2026,2526.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健设备与用品,医疗保健设备,011003006001040099,6,2026-05-09
HK_2529_HK_2024,2529.HK,ths_global,房地产经营公司,,,,161004_60201020,6,2026-05-09
HK_2530_HK_2025,2530.HK,ths_global,非日常生活消费品,非必需消费品分销和零售,专营零售,其他专卖店,011003004005033083,6,2026-05-09
HK_2531_HK_2024,2531.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2533_HK_2024,2533.HK,sw,计算机,软件开发,垂直应用软件,,011008025003001,5,2026-05-09
HK_2533_HK_2024,2533.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子元件,011003008002060149,6,2026-05-09
HK_2535_HK_2024,2535.HK,ths_global,工业,资本品,建筑与工程Ⅲ,建筑与工程Ⅳ,011003003001010025,6,2026-05-09
HK_2536_HK_2024,2536.HK,ths_global,非日常生活消费品,消费者服务,酒店、餐馆与休闲,赌场与赌博,011003004003027064,6,2026-05-09
HK_2539_HK_2025,2539.HK,ths_global,非日常生活消费品,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,011003004002024058,6,2026-05-09
HK_2540_HK_2024,2540.HK,ths_global,通讯业务,媒体与娱乐,媒体,广告,011003009002001001,6,2026-05-09
HK_2543_HK_2025,2543.HK,ths_global,非日常生活消费品,耐用消费品与服装,休闲设备与用品,消闲用品,011003004002025059,6,2026-05-09
HK_2545_HK_2024,2545.HK,ths_global,通讯业务,电信业务,综合电信业务Ⅲ,综合电信业务Ⅳ,011003009001064158,6,2026-05-09
HK_2546_HK_2025,2546.HK,ths_global,原材料,原材料Ⅱ,金属与采矿,多种金属与采矿,011003002001006017,6,2026-05-09
HK_2549_HK_2024,2549.HK,ths_global,非日常生活消费品,耐用消费品与服装,家庭耐用消费品,家用电器,011003004002024057,6,2026-05-09
HK_2550_HK_2024,2550.HK,sw,计算机,软件开发,横向通用软件,,011008025003002,5,2026-05-09
HK_2550_HK_2024,2550.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2551_HK_2024,2551.HK,sw,电子,光学光电子,LED,,011008005003002,5,2026-05-09
HK_2551_HK_2024,2551.HK,ths_global,信息技术,半导体产品与设备Ⅱ,半导体产品与设备Ⅲ,半导体产品,011003008003063156,6,2026-05-09
HK_2555_HK_2024,2555.HK,sw,社会服务,酒店餐饮,餐饮,,011008016004002,5,2026-05-09
HK_2555_HK_2024,2555.HK,ths_global,多品类零售,,,,161004_25503030,6,2026-05-09
HK_2556_HK_2024,2556.HK,sw,计算机,软件开发,横向通用软件,,011008025003002,5,2026-05-09
HK_2556_HK_2024,2556.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2559_HK_2024,2559.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2560_HK_2025,2560.HK,ths_global,原材料,原材料Ⅱ,建筑材料Ⅲ,建筑材料Ⅳ,011003002001004013,6,2026-05-09
HK_2561_HK_2025,2561.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2562_HK_2022,2562.HK,sw,传媒,广告营销,营销代理,,011008026002001,5,2026-05-09
HK_2562_HK_2022,2562.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2563_HK_2024,2563.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2565_HK_2025,2565.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_2565_HK_2025,2565.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2566_HK_2024,2566.HK,ths_global,医疗保健,制药、生物科技和生命科学,生命科学工具和服务Ⅲ,生命科学工具和服务Ⅳ,011003006002045108,6,2026-05-09
HK_2567_HK_2024,2567.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2569_HK_2025,2569.HK,ths_global,非日常生活消费品,耐用消费品与服装,纺织品、服装与奢侈品,纺织品,011003004002026063,6,2026-05-09
HK_2570_HK_2024,2570.HK,sw,电力设备,电池,燃料电池,,011008022005004,5,2026-05-09
HK_2570_HK_2024,2570.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子元件,011003008002060149,6,2026-05-09
HK_2571_HK_2025,2571.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2573_HK_2025,2573.HK,ths_global,日常消费品,食品、饮料与烟草,食品,包装食品与肉类,011003005002036095,6,2026-05-09
HK_2575_HK_2025,2575.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_2575_HK_2025,2575.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2576_HK_2024,2576.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2577_HK_2024,2577.HK,sw,电子,半导体,集成电路制造,,011008005001005,5,2026-05-09
HK_2577_HK_2024,2577.HK,ths_global,信息技术,半导体产品与设备Ⅱ,半导体产品与设备Ⅲ,半导体产品,011003008003063156,6,2026-05-09
HK_2579_HK_2025,2579.HK,sw,电力设备,电池,电池化学品,,011008022005002,5,2026-05-09
HK_2579_HK_2025,2579.HK,ths_global,原材料,原材料Ⅱ,化学制品,商品化工,011003002001003008,6,2026-05-09
HK_2580_HK_2025,2580.HK,sw,家用电器,白色家电,空调,,011008007001001,5,2026-05-09
HK_2580_HK_2025,2580.HK,ths_global,非日常生活消费品,耐用消费品与服装,家庭耐用消费品,家用电器,011003004002024057,6,2026-05-09
HK_2581_HK_2025,2581.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健提供商与服务,保健护理服务,011003006001041102,6,2026-05-09
HK_2582_HK_2024,2582.HK,sw,机械设备,专用设备,能源及重型设备,,011008023002001,5,2026-05-09
HK_2582_HK_2024,2582.HK,ths_global,工业,资本品,电气设备,电气部件与设备,011003003001011026,6,2026-05-09
HK_2583_HK_2025,2583.HK,sw,纺织服饰,饰品,钟表珠宝,,011008009003001,5,2026-05-09
HK_2583_HK_2025,2583.HK,ths_global,非日常生活消费品,耐用消费品与服装,纺织品、服装与奢侈品,服装、服饰与奢侈品,011003004002026061,6,2026-05-09
HK_2585_HK_2024,2585.HK,ths_global,非日常生活消费品,非必需消费品分销和零售,专营零售,其他专卖店,011003004005033083,6,2026-05-09
HK_2586_HK_2024,2586.HK,sw,传媒,广告营销,营销代理,,011008026002001,5,2026-05-09
HK_2586_HK_2024,2586.HK,ths_global,通讯业务,媒体与娱乐,互动媒体与服务Ⅲ,互动媒体与服务Ⅳ,011003009002003001,6,2026-05-09
HK_2587_HK_2024,2587.HK,sw,计算机,软件开发,垂直应用软件,,011008025003001,5,2026-05-09
HK_2587_HK_2024,2587.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2589_HK_2025,2589.HK,sw,社会服务,酒店餐饮,餐饮,,011008016004002,5,2026-05-09
HK_2589_HK_2025,2589.HK,ths_global,日常消费品,食品、饮料与烟草,饮料,软饮料与不含酒精饮料,011003005002035092,6,2026-05-09
HK_2590_HK_2025,2590.HK,sw,机械设备,自动化设备,机器人,,011008023005001,5,2026-05-09
HK_2590_HK_2025,2590.HK,ths_global,工业,商业和专业服务,商业服务与商业用品,综合支持服务,011003003002015038,6,2026-05-09
HK_2591_HK_2025,2591.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_2591_HK_2025,2591.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2592_HK_2025,2592.HK,ths_global,医疗保健,制药、生物科技和生命科学,生物科技Ⅲ,生物科技Ⅳ,011003006002043106,6,2026-05-09
HK_2593_HK_2024,2593.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健设备与用品,医疗保健用品,011003006001040100,6,2026-05-09
HK_2595_HK_2025,2595.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_2595_HK_2025,2595.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2596_HK_2025,2596.HK,sw,银行,城商行Ⅱ,城商行Ⅲ,,011008017003001,5,2026-05-09
HK_2596_HK_2025,2596.HK,ths_global,金融,银行,商业银行,区域性银行,011003007001046110,6,2026-05-09
HK_2597_HK_2025,2597.HK,sw,通信,通信服务,通信应用增值服务,,011008027001003,5,2026-05-09
HK_2597_HK_2025,2597.HK,ths_global,信息技术,软件与服务,信息技术服务,互联网服务和基础设施,011003008001056141,6,2026-05-09
HK_2598_HK_2024,2598.HK,ths_global,交易与支付处理服务,,,,161004_40201060,6,2026-05-09
HK_2602_HK_2022,2602.HK,sw,房地产,房地产服务,物业管理,,011008014002001,5,2026-05-09
HK_2602_HK_2022,2602.HK,ths_global,房地产服务,,,,161004_60201040,6,2026-05-09
HK_2603_HK_2025,2603.HK,sw,商贸零售,互联网电商,跨境电商,,011008015004002,5,2026-05-09
HK_2603_HK_2025,2603.HK,ths_global,非日常生活消费品,非必需消费品分销和零售,经销商Ⅲ,经销商Ⅳ,011003004005030075,6,2026-05-09
HK_2605_HK_2025,2605.HK,ths_global,通讯业务,媒体与娱乐,媒体,广告,011003009002001001,6,2026-05-09
HK_2609_HK_2025,2609.HK,sw,医药生物,医疗服务,医院,,011008011006003,5,2026-05-09
HK_2609_HK_2025,2609.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健提供商与服务,保健护理机构,011003006001041103,6,2026-05-09
HK_2610_HK_2025,2610.HK,sw,有色金属,工业金属,铝,,011008004002001,5,2026-05-09
HK_2610_HK_2025,2610.HK,ths_global,原材料,原材料Ⅱ,金属与采矿,铝,011003002001006016,6,2026-05-09
HK_2613_HK_2025,2613.HK,sw,国防军工,航海装备Ⅱ,航海装备Ⅲ,,011008024004001,5,2026-05-09
HK_2613_HK_2025,2613.HK,ths_global,工业,运输,交通基本设施,海港与服务,011003003003021049,6,2026-05-09
HK_2617_HK_2025,2617.HK,sw,医药生物,化学制药,化学制剂,,011008011001002,5,2026-05-09
HK_2617_HK_2025,2617.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2619_HK_2025,2619.HK,ths_global,非日常生活消费品,耐用消费品与服装,家庭耐用消费品,家用电器,011003004002024057,6,2026-05-09
