ipo_id,stock_code,source,l1_name,l2_name,l3_name,l4_name,leaf_bid,leaf_level,data_date
HK_0699_HK_2025,0699.HK,ths_global,非日常生活消费品,汽车与汽车零部件,汽车零部件,汽车零件与设备,011003004001022050,6,2026-05-09
HK_0800_HK_2025,0800.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_0805_HK_2025,0805.HK,ths_global,非日常生活消费品,非必需消费品分销和零售,经销商Ⅲ,经销商Ⅳ,011003004005030075,6,2026-05-09
HK_0816_HK_2022,0816.HK,sw,房地产,房地产服务,物业管理,,011008014002001,5,2026-05-09
HK_0816_HK_2022,0816.HK,ths_global,房地产经营公司,,,,161004_60201020,6,2026-05-09
HK_0917_HK_2024,0917.HK,sw,计算机,软件开发,垂直应用软件,,011008025003001,5,2026-05-09
HK_0917_HK_2024,0917.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_0999_HK_2024,0999.HK,sw,社会服务,酒店餐饮,餐饮,,011008016004002,5,2026-05-09
HK_0999_HK_2024,0999.HK,ths_global,非日常生活消费品,消费者服务,酒店、餐馆与休闲,餐馆,011003004003027067,6,2026-05-09
HK_1021_HK_2026,1021.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子制造服务,011003008002060150,6,2026-05-09
HK_1111_HK_2023,1111.HK,ths_global,工业,商业和专业服务,专业服务,调查和咨询服务,011003003002016041,6,2026-05-09
HK_1187_HK_2026,1187.HK,sw,医药生物,医疗器械,医疗耗材,,011008011005002,5,2026-05-09
HK_1187_HK_2026,1187.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健设备与用品,医疗保健设备,011003006001040099,6,2026-05-09
HK_1204_HK_2022,1204.HK,ths_global,信息技术,软件与服务,信息技术服务,互联网服务和基础设施,011003008001056141,6,2026-05-09
HK_1244_HK_2022,1244.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_1244_HK_2022,1244.HK,ths_global,医疗保健,制药、生物科技和生命科学,生物科技Ⅲ,生物科技Ⅳ,011003006002043106,6,2026-05-09
HK_1274_HK_2023,1274.HK,sw,计算机,软件开发,垂直应用软件,,011008025003001,5,2026-05-09
HK_1274_HK_2023,1274.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子制造服务,011003008002060150,6,2026-05-09
HK_1276_HK_2025,1276.HK,sw,医药生物,化学制药,化学制剂,,011008011001002,5,2026-05-09
HK_1276_HK_2025,1276.HK,ths_global,医疗保健,制药、生物科技和生命科学,生物科技Ⅲ,生物科技Ⅳ,011003006002043106,6,2026-05-09
HK_1284_HK_2023,1284.HK,ths_global,通讯业务,媒体与娱乐,媒体,出版,011003009002001004,6,2026-05-09
HK_1304_HK_2025,1304.HK,sw,电子,半导体,数字芯片设计,,011008005001003,5,2026-05-09
HK_1304_HK_2025,1304.HK,ths_global,信息技术,半导体产品与设备Ⅱ,半导体产品与设备Ⅲ,半导体产品,011003008003063156,6,2026-05-09
HK_1318_HK_2024,1318.HK,sw,美容护理,化妆品,品牌化妆品,,011008031002002,5,2026-05-09
HK_1318_HK_2024,1318.HK,ths_global,日常消费品,家庭与个人用品,个人护理用品,个人护理用品,011003005003039098,6,2026-05-09
HK_1333_HK_2025,1333.HK,sw,机械设备,工程机械,工程机械整机,,011008023004001,5,2026-05-09
HK_1333_HK_2025,1333.HK,ths_global,工业,资本品,机械制造,建筑机械和重型运输设备,011003003001013029,6,2026-05-09
HK_1334_HK_2024,1334.HK,ths_global,能源,能源Ⅱ,能源设备与服务,石油天然气设备与服务,011003001001001002,6,2026-05-09
HK_1354_HK_2024,1354.HK,ths_global,房地产经营公司,,,,161004_60201020,6,2026-05-09
HK_1364_HK_2025,1364.HK,sw,社会服务,酒店餐饮,餐饮,,011008016004002,5,2026-05-09
HK_1364_HK_2025,1364.HK,ths_global,多品类零售,,,,161004_25503030,6,2026-05-09
HK_1384_HK_2025,1384.HK,sw,计算机,IT服务Ⅱ,IT服务Ⅲ,,011008025002001,5,2026-05-09
HK_1384_HK_2025,1384.HK,ths_global,信息技术,软件与服务,信息技术服务,互联网服务和基础设施,011003008001056141,6,2026-05-09
HK_1405_HK_2023,1405.HK,sw,社会服务,酒店餐饮,餐饮,,011008016004002,5,2026-05-09
HK_1405_HK_2023,1405.HK,ths_global,日常消费品,日常消费品分销和零售,日常消费品分销和零售,食品分销商,011003005001034087,6,2026-05-09
HK_1406_HK_2022,1406.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健设备与用品,医疗保健用品,011003006001040100,6,2026-05-09
HK_1407_HK_2022,1407.HK,ths_global,能源,能源Ⅱ,石油、天然气与消费用燃料,石油与天然气的炼制和营销,011003001001002005,6,2026-05-09
HK_1471_HK_2024,1471.HK,ths_global,金融,保险Ⅱ,保险Ⅲ,保险经纪商,011003007003051120,6,2026-05-09
HK_1489_HK_2022,1489.HK,ths_global,工业,资本品,建筑与工程Ⅲ,建筑与工程Ⅳ,011003003001010025,6,2026-05-09
HK_1497_HK_2023,1497.HK,ths_global,非日常生活消费品,非必需消费品分销和零售,经销商Ⅲ,经销商Ⅳ,011003004005030075,6,2026-05-09
HK_1519_HK_2023,1519.HK,sw,交通运输,物流,快递,,011008013001003,5,2026-05-09
HK_1519_HK_2023,1519.HK,ths_global,工业,运输,航空货运与物流Ⅲ,航空货运与物流Ⅳ,011003003003017042,6,2026-05-09
HK_1541_HK_2023,1541.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_1541_HK_2023,1541.HK,ths_global,医疗保健,制药、生物科技和生命科学,生物科技Ⅲ,生物科技Ⅳ,011003006002043106,6,2026-05-09
HK_1609_HK_2026,1609.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健设备与用品,医疗保健设备,011003006001040099,6,2026-05-09
HK_1641_HK_2026,1641.HK,ths_global,工业,商业和专业服务,商业服务与商业用品,综合支持服务,011003003002015038,6,2026-05-09
HK_1698_HK_2022,1698.HK,sw,传媒,数字媒体,音频媒体,,011008026004002,5,2026-05-09
HK_1698_HK_2022,1698.HK,ths_global,通讯业务,媒体与娱乐,娱乐,电影和娱乐,011003009002002001,6,2026-05-09
HK_1768_HK_2026,1768.HK,sw,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,,011008015003001,5,2026-05-09
HK_1768_HK_2026,1768.HK,ths_global,日常消费品,日常消费品分销和零售,日常消费品分销和零售,食品零售,011003005001034088,6,2026-05-09
HK_1828_HK_2025,1828.HK,sw,非银金融,保险Ⅱ,保险Ⅲ,,011008018002001,5,2026-05-09
HK_1828_HK_2025,1828.HK,ths_global,金融,保险Ⅱ,保险Ⅲ,人寿与健康保险,011003007003051121,6,2026-05-09
HK_1879_HK_2026,1879.HK,ths_global,信息技术,半导体产品与设备Ⅱ,半导体产品与设备Ⅲ,半导体产品,011003008003063156,6,2026-05-09
HK_1880_HK_2022,1880.HK,sw,商贸零售,旅游零售Ⅱ,旅游零售Ⅲ,,011008015005001,5,2026-05-09
HK_1880_HK_2022,1880.HK,ths_global,非日常生活消费品,消费者服务,酒店、餐馆与休闲,酒店、度假村与豪华游轮,011003004003027065,6,2026-05-09
HK_1947_HK_2022,1947.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健提供商与服务,保健护理机构,011003006001041103,6,2026-05-09
HK_1973_HK_2023,1973.HK,sw,非银金融,多元金融,资产管理,,011008018003006,5,2026-05-09
HK_1973_HK_2023,1973.HK,ths_global,金融,金融服务,资本市场,资产管理与托管银行,011003007002050117,6,2026-05-09
HK_1989_HK_2026,1989.HK,sw,电子,元件,印制电路板,,011008005002001,5,2026-05-09
HK_1989_HK_2026,1989.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,电子设备和仪器,011003008002060148,6,2026-05-09
HK_2026_HK_2025,2026.HK,ths_global,信息技术,软件与服务,软件,应用软件,011003008001057141,6,2026-05-09
HK_2050_HK_2025,2050.HK,sw,家用电器,家电零部件Ⅱ,家电零部件Ⅲ,,011008007006001,5,2026-05-09
HK_2050_HK_2025,2050.HK,ths_global,非日常生活消费品,耐用消费品与服装,家庭耐用消费品,家用电器,011003004002024057,6,2026-05-09
HK_2076_HK_2022,2076.HK,ths_global,工业,商业和专业服务,专业服务,人力资源与就业服务,011003003002016040,6,2026-05-09
HK_2097_HK_2025,2097.HK,sw,社会服务,酒店餐饮,餐饮,,011008016004002,5,2026-05-09
HK_2097_HK_2025,2097.HK,ths_global,多品类零售,,,,161004_25503030,6,2026-05-09
HK_2105_HK_2023,2105.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_2105_HK_2023,2105.HK,ths_global,医疗保健,制药、生物科技和生命科学,生物科技Ⅲ,生物科技Ⅳ,011003006002043106,6,2026-05-09
HK_2121_HK_2022,2121.HK,sw,计算机,IT服务Ⅱ,IT服务Ⅲ,,011008025002001,5,2026-05-09
HK_2121_HK_2022,2121.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2145_HK_2022,2145.HK,sw,美容护理,化妆品,品牌化妆品,,011008031002002,5,2026-05-09
HK_2145_HK_2022,2145.HK,ths_global,日常消费品,家庭与个人用品,个人护理用品,个人护理用品,011003005003039098,6,2026-05-09
HK_2147_HK_2023,2147.HK,ths_global,日常消费品,食品、饮料与烟草,食品,包装食品与肉类,011003005002036095,6,2026-05-09
HK_2149_HK_2023,2149.HK,ths_global,信息技术,技术硬件与设备,电子设备、仪器和元件,技术产品经销商,011003008002060151,6,2026-05-09
HK_2152_HK_2022,2152.HK,ths_global,房地产经营公司,,,,161004_60201020,6,2026-05-09
HK_2157_HK_2022,2157.HK,sw,医药生物,生物制品,其他生物制品,,011008011003003,5,2026-05-09
HK_2157_HK_2022,2157.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2167_HK_2022,2167.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2172_HK_2022,2172.HK,sw,医药生物,医疗器械,医疗耗材,,011008011005002,5,2026-05-09
HK_2172_HK_2022,2172.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健设备与用品,医疗保健设备,011003006001040099,6,2026-05-09
HK_2179_HK_2022,2179.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2228_HK_2024,2228.HK,sw,医药生物,医疗服务,医疗研发外包,,011008011006002,5,2026-05-09
HK_2228_HK_2024,2228.HK,ths_global,工业,资本品,机械制造,工业机械和用品及零部件,011003003001013030,6,2026-05-09
HK_2237_HK_2022,2237.HK,ths_global,原材料,原材料Ⅱ,金属与采矿,多种金属与采矿,011003002001006017,6,2026-05-09
HK_2245_HK_2022,2245.HK,ths_global,原材料,原材料Ⅱ,金属与采矿,多种金属与采矿,011003002001006017,6,2026-05-09
HK_2246_HK_2022,2246.HK,sw,社会服务,本地生活服务Ⅱ,本地生活服务Ⅲ,,011008016002001,5,2026-05-09
HK_2246_HK_2022,2246.HK,ths_global,工业,运输,航空货运与物流Ⅲ,航空货运与物流Ⅳ,011003003003017042,6,2026-05-09
HK_2250_HK_2022,2250.HK,ths_global,非日常生活消费品,耐用消费品与服装,纺织品、服装与奢侈品,服装、服饰与奢侈品,011003004002026061,6,2026-05-09
HK_2259_HK_2025,2259.HK,sw,有色金属,贵金属,黄金,,011008004003001,5,2026-05-09
HK_2259_HK_2025,2259.HK,ths_global,原材料,原材料Ⅱ,金属与采矿,黄金,011003002001006018,6,2026-05-09
HK_2260_HK_2022,2260.HK,ths_global,非日常生活消费品,耐用消费品与服装,纺织品、服装与奢侈品,纺织品,011003004002026063,6,2026-05-09
HK_2268_HK_2023,2268.HK,sw,医药生物,医疗服务,医疗研发外包,,011008011006002,5,2026-05-09
HK_2268_HK_2023,2268.HK,ths_global,医疗保健,制药、生物科技和生命科学,制药Ⅲ,制药Ⅳ,011003006002044107,6,2026-05-09
HK_2271_HK_2023,2271.HK,ths_global,房地产经营公司,,,,161004_60201020,6,2026-05-09
HK_2291_HK_2022,2291.HK,sw,医药生物,医疗器械,医疗耗材,,011008011005002,5,2026-05-09
HK_2291_HK_2022,2291.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健设备与用品,医疗保健设备,011003006001040099,6,2026-05-09
HK_2297_HK_2022,2297.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健设备与用品,医疗保健设备,011003006001040099,6,2026-05-09
HK_2306_HK_2023,2306.HK,ths_global,通讯业务,媒体与娱乐,娱乐,电影和娱乐,011003009002002001,6,2026-05-09
HK_2315_HK_2022,2315.HK,sw,医药生物,医疗服务,医疗研发外包,,011008011006002,5,2026-05-09
HK_2315_HK_2022,2315.HK,ths_global,医疗保健,制药、生物科技和生命科学,生命科学工具和服务Ⅲ,生命科学工具和服务Ⅳ,011003006002045108,6,2026-05-09
HK_2321_HK_2022,2321.HK,ths_global,日常消费品,日常消费品分销和零售,日常消费品分销和零售,食品分销商,011003005001034087,6,2026-05-09
HK_2325_HK_2022,2325.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健提供商与服务,保健护理服务,011003006001041102,6,2026-05-09
HK_2347_HK_2022,2347.HK,ths_global,非日常生活消费品,耐用消费品与服装,家庭耐用消费品,家用电器,011003004002024057,6,2026-05-09
HK_2350_HK_2022,2350.HK,ths_global,信息技术,软件与服务,信息技术服务,信息科技咨询与其它服务,011003008001056139,6,2026-05-09
HK_2352_HK_2022,2352.HK,ths_global,房地产经营公司,,,,161004_60201020,6,2026-05-09
HK_2361_HK_2022,2361.HK,ths_global,医疗保健,医疗保健设备与服务,医疗保健技术Ⅲ,医疗保健技术Ⅳ,011003006001042105,6,2026-05-09
HK_2367_HK_2022,2367.HK,sw,美容护理,医疗美容,医美服务,,011008031003002,5,2026-05-09
HK_2367_HK_2022,2367.HK,ths_global,医疗保健,制药、生物科技和生命科学,生物科技Ⅲ,生物科技Ⅳ,011003006002043106,6,2026-05-09
